iso3,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,study_idx,observation_idx
KEN,PLACE/mapping,PLACE/mapping,FSW,Busia,2,NA,2018,NA,2968,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5881
KEN,PLACE/mapping,PLACE/mapping,FSW,Embu,2,NA,2018,NA,1851,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5882
KEN,PLACE/mapping,PLACE/mapping,FSW,Homa Bay,2,NA,2018,NA,3783,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5883
KEN,PLACE/mapping,PLACE/mapping,FSW,Kajiado,2,NA,2018,NA,7642,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5884
KEN,PLACE/mapping,PLACE/mapping,FSW,Kakamega,2,NA,2018,NA,1751,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5885
KEN,PLACE/mapping,PLACE/mapping,FSW,Kericho,2,NA,2018,NA,2333,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5886
GIN,Object multiplier,Object multiplier,MSM,Conakry,NA,NA,2017,NA,1423,NA,NA,NA,NA,NA,Rapport_etude_nationale_estimation_taille_PS_HSH_Guinée-2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,85,5888
KEN,PLACE/mapping,PLACE/mapping,FSW,Kiambu,2,NA,2018,NA,5810,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5889
KEN,PLACE/mapping,PLACE/mapping,FSW,Kilifi,2,NA,2018,NA,6696,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5890
KEN,PLACE/mapping,PLACE/mapping,FSW,Kirinyaga,2,NA,2018,NA,2497,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5891
KEN,PLACE/mapping,PLACE/mapping,FSW,Kisii,2,NA,2018,NA,6538,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5892
KEN,PLACE/mapping,PLACE/mapping,FSW,Kisumu,2,NA,2018,NA,5151,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5893
KEN,PLACE/mapping,PLACE/mapping,FSW,Kitui,2,NA,2018,NA,2856,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5894
KEN,PLACE/mapping,PLACE/mapping,FSW,Kwale,2,NA,2018,NA,2833,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5895
KEN,PLACE/mapping,PLACE/mapping,FSW,Laikipia,2,NA,2018,NA,1154,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5896
KEN,PLACE/mapping,PLACE/mapping,FSW,Machakos,2,NA,2018,NA,4916,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5897
KEN,PLACE/mapping,PLACE/mapping,FSW,Makueni,2,NA,2018,NA,2743,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5898
KEN,PLACE/mapping,PLACE/mapping,FSW,Meru,2,NA,2018,NA,2515,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5906
KEN,PLACE/mapping,PLACE/mapping,FSW,Migori,2,NA,2018,NA,4709,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5908
KEN,PLACE/mapping,PLACE/mapping,FSW,Mombasa,2,NA,2018,NA,8187,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5912
KEN,PLACE/mapping,PLACE/mapping,FSW,Muranga,2,NA,2018,NA,2533,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5914
KEN,PLACE/mapping,PLACE/mapping,FSW,Nairobi,2,NA,2018,NA,39643,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5916
KEN,PLACE/mapping,PLACE/mapping,FSW,Nakuru,2,NA,2018,NA,17708,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5921
KEN,PLACE/mapping,PLACE/mapping,FSW,Narok,2,NA,2018,NA,3064,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5923
KEN,PLACE/mapping,PLACE/mapping,FSW,Nyamira,2,NA,2018,NA,1999,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5931
KEN,PLACE/mapping,PLACE/mapping,FSW,Nyeri,2,NA,2018,NA,1299,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5934
KEN,PLACE/mapping,PLACE/mapping,FSW,Siaya,2,NA,2018,NA,4027,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5935
KEN,PLACE/mapping,PLACE/mapping,FSW,Tiata Taveta,2,NA,2018,NA,1611,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5940
KEN,PLACE/mapping,PLACE/mapping,FSW,Tharaka,2,NA,2018,NA,2594,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5942
KEN,PLACE/mapping,PLACE/mapping,FSW,Trans Nzoia,2,NA,2018,NA,2522,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5943
KEN,PLACE/mapping,PLACE/mapping,FSW,Turkana,2,NA,2018,NA,3722,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5945
KEN,PLACE/mapping,PLACE/mapping,FSW,Uasin Gishu,2,NA,2018,NA,2886,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5947
KEN,PLACE/mapping,PLACE/mapping,FSW,Vihiga,2,NA,2018,NA,200,NA,NA,NA,NA,NA,KEY POPULATION MAPPING AND SIZE ESTIMATION IN SELECTED COUNTIES IN KENYA: PHASE 1,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,124,5950
NER,unique object multiplier,Object multiplier,FSW,Niamey,NA,NA,2017,NA,3586,NA,NA,NA,NA,NA,2017 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,374,6059
NER,unique object multiplier,Object multiplier,MSM,Niamey,NA,NA,2017,NA,3450,NA,NA,NA,NA,NA,2017 ESDG,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,374,6067
MLI,PLACE/mapping,PLACE/mapping,FSW,Bamako,2,NA,2015,NA,7027,NA,NA,NA,NA,NA,Cartographie Programmatique et Geographique des Populations Cles au Mali,NA,GAM_22a7a4e00b598d9b554981e303a9c4a0,GAM,f896c83f70f536f3c2cf92c75c0c5f76,Yes,yes,NA,NA,134,6070
MOZ,Event multiplier,Event multiplier,FSW,Beira,NA,NA,2021,NA,9255,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6118
MOZ,Event multiplier,Event multiplier,FSW,"Cidade de Maputo, Matola",NA,NA,2021,NA,1666,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6120
MOZ,Event multiplier,Event multiplier,FSW,Nampula,NA,NA,2021,NA,3752,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6121
MOZ,Event multiplier,Event multiplier,FSW,Quelimane,NA,NA,2021,NA,1676,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6122
MOZ,Event multiplier,Event multiplier,FSW,Tete,NA,NA,2021,NA,2265,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6124
MOZ,Object multiplier,Object multiplier,FSW,Beira,NA,NA,2021,NA,19660,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6137
MOZ,Object multiplier,Object multiplier,FSW,"Cidade de Maputo, Matola",NA,NA,2021,NA,3279,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6138
MOZ,Object multiplier,Object multiplier,FSW,Nampula,NA,NA,2021,NA,7915,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6140
MOZ,Object multiplier,Object multiplier,FSW,Quelimane,NA,NA,2021,NA,8452,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6143
MOZ,Object multiplier,Object multiplier,FSW,Tete,NA,NA,2021,NA,6015,NA,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6145
MOZ,Service multiplier,Service multiplier,FSW,Beira,NA,NA,2021,5735,6957,8874,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6146
MOZ,Service multiplier,Service multiplier,FSW,"Cidade de Maputo, Matola",NA,NA,2021,4419,4766,5167,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6148
MOZ,Service multiplier,Service multiplier,FSW,Nampula,NA,NA,2021,2382,2663,3037,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6149
MOZ,Service multiplier,Service multiplier,FSW,Quelimane,NA,NA,2021,2420,2949,3663,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6150
MOZ,Service multiplier,Service multiplier,FSW,Tete,NA,NA,2021,545,588,643,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6151
MOZ,SS-PSE,SS-PSE,FSW,Beira,NA,NA,2021,1162,2001,3560,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6152
MOZ,SS-PSE,SS-PSE,FSW,"Cidade de Maputo, Matola",NA,NA,2021,598,3792,4902,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6153
MOZ,SS-PSE,SS-PSE,FSW,Nampula,NA,NA,2021,784,1025,1358,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6154
MOZ,SS-PSE,SS-PSE,FSW,Quelimane,NA,NA,2021,1385,2546,4346,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6155
MOZ,SS-PSE,SS-PSE,FSW,Tete,NA,NA,2021,835,1189,1699,NA,NA,NA,NA,Round II BBS,NA,NA,Surveillance review,NA,Yes,private,NA,NA,143,6158
MWI,2S-CRC,2S-CRC,FSW,Blantyre,NA,NA,2014,1062,1130,1197,NA,NA,NA,NA,BBS 2013,NA,GF_c8905c89aa1aa40c56736761ad6db5ab,GF,728112b21cadeefcf5ec0bad39bd7f49,Yes,yes,NA,NA,146,6159
MWI,2S-CRC,2S-CRC,FSW,Dedza,NA,NA,2014,67,89,112,NA,NA,NA,NA,BBS 2013,NA,GF_894bc5a37695c37eb499b7296fdd617a,GF,63349dcdddaa293ec25b4badb2f29ffe,Yes,yes,NA,NA,146,6160
MWI,2S-CRC,2S-CRC,FSW,Dowa,NA,NA,2014,377,592,806,NA,NA,NA,NA,BBS 2013,NA,GF_028616ddb79db15bf70285fabacd947f,GF,520accb58ed278f809c67b618151d758,Yes,yes,NA,NA,146,6161
MWI,2S-CRC,2S-CRC,FSW,Karonga,NA,NA,2014,210,249,289,NA,NA,NA,NA,BBS 2013,NA,GF_68d1090d028829355d795a93eb9fa49b,GF,885cf6ee6b02415ed3383f3bfc6e5ce1,Yes,yes,NA,NA,146,6162
MWI,2S-CRC,2S-CRC,FSW,Kasungu,NA,NA,2014,506,536,567,NA,NA,NA,NA,BBS 2013,NA,GF_0deea079b0afc9f269ac6eb88acad027,GF,1a2207cbb3f35e1f8fb8c99eaf101610,Yes,yes,NA,NA,146,6163
MWI,2S-CRC,2S-CRC,FSW,Lilongwe,NA,NA,2014,1716,1773,1830,NA,NA,NA,NA,BBS 2013,NA,GF_44c6b42a3b226e82732b69c0b0299a6d,GF,9939b6ed9a2fc28774f231abf1584c41,Yes,yes,NA,NA,146,6164
MWI,2S-CRC,2S-CRC,FSW,Mangochi,NA,NA,2014,NA,213,NA,NA,NA,NA,NA,BBS 2013,NA,GF_5fa740ff385f0d3560092869a8909324,GF,e111387e83d94087468b6d9fc0e966c1,Yes,yes,NA,NA,146,6165
MWI,2S-CRC,2S-CRC,FSW,Mchinji,NA,NA,2014,317,358,400,NA,NA,NA,NA,BBS 2013,NA,GF_2a080ae08e4e9d6ab1a80772e9943ddf,GF,5fbee68fd2ef088009e6fcdd46302bd1,Yes,yes,NA,NA,146,6166
MWI,2S-CRC,2S-CRC,FSW,Mulanje,NA,NA,2014,195,965,1735,NA,NA,NA,NA,BBS 2013,NA,GF_bde73e59e2ff9072455b275b2ec0f866,GF,66c81eb33ebc5aad6db55b1570d87ca1,Yes,yes,NA,NA,146,6167
MWI,2S-CRC,2S-CRC,FSW,Mwanza,NA,NA,2014,127,203,280,NA,NA,NA,NA,BBS 2013,NA,GF_e1e688c63cadc17977bcd9c52ab1ef89,GF,1ba6efdeadf36370dd72ca01389c432e,Yes,yes,NA,NA,146,6168
MWI,2S-CRC,2S-CRC,FSW,Mzuzu,NA,NA,2014,277,317,357,NA,NA,NA,NA,BBS 2013,NA,GF_4d28891c3a5e624079b534974b64c5e2,GF,1b6e7ca93e36653aaf9317182bff1408,Yes,yes,NA,NA,146,6169
MWI,2S-CRC,2S-CRC,FSW,Nkhotakota,NA,NA,2014,255,297,340,NA,NA,NA,NA,BBS 2013,NA,GF_7be0204f40a90ac7ff73f0153a06fa68,GF,cc75a822b81aa2efb541789c50010361,Yes,yes,NA,NA,146,6170
MWI,2S-CRC,2S-CRC,FSW,Nsanje,NA,NA,2014,133,153,173,NA,NA,NA,NA,BBS 2013,NA,GF_0113d797ff4460a8791944be3bdfd96d,GF,35620dd646330231fb8baf08a396caba,Yes,yes,NA,NA,146,6172
MWI,2S-CRC,2S-CRC,FSW,Thyolo,NA,NA,2014,517,554,591,NA,NA,NA,NA,BBS 2013,NA,GF_bcab82369c1e2122c896759aa5fd6c26,GF,1eab1018881dfb93574e57bdff0bb0da,Yes,yes,NA,NA,146,6173
MWI,2S-CRC,2S-CRC,FSW,Blantyre,NA,NA,2011,3055,3614,4172,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_c27286f9ae705570b618961ba28acde4,GF,f39a84e12fdcb7fdf380b0d490d95a8a,Yes,yes,NA,NA,148,6174
MWI,2S-CRC,2S-CRC,FSW,Chikhwawa,NA,NA,2011,479,534,590,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_4db6d184e6c1594cec7926ffd40c336a,GF,3b25e60ac742c97317fc5ef95ce2653b,Yes,yes,NA,NA,148,6175
MWI,2S-CRC,2S-CRC,FSW,Karonga,NA,NA,2011,234,277,319,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_f0429c2ae2c12d81ee6c171b0d133e62,GF,a531358ca3e2c342c7a9a5b21ae2b295,Yes,yes,NA,NA,148,6176
MWI,2S-CRC,2S-CRC,FSW,Kasungu,NA,NA,2011,312,341,370,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_1ddd81b925f8a88bfd3bcbf15bec9b9e,GF,3dc7451dc8831c133e94d4115bd71259,Yes,yes,NA,NA,148,6177
MWI,2S-CRC,2S-CRC,FSW,Lilongwe,NA,NA,2011,2901,3409,3916,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_1db986417f9816c4571a86783d31cddd,GF,ca8358d0a8edb4c0f39ce928b43a294b,Yes,yes,NA,NA,148,6178
MWI,2S-CRC,2S-CRC,FSW,Mangochi,NA,NA,2011,347,369,391,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_aa5b567cc312d410fd6238f08d4cc1a7,GF,5f522d4ff06d0f5f5a83682da2cab62f,Yes,yes,NA,NA,148,6179
MWI,2S-CRC,2S-CRC,FSW,Mwanza,NA,NA,2011,212,226,239,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_e60b1c9837328d639f06b8a0254613a6,GF,407bb00ee9f11f20c70ae6e19181e754,Yes,yes,NA,NA,148,6180
MWI,2S-CRC,2S-CRC,FSW,Ntcheu,NA,NA,2011,194,216,237,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_478e500c7a818bc228ef8a1287f6489a,GF,e58407e539424adbeb3d71f09e72ee21,Yes,yes,NA,NA,148,6181
MWI,2S-CRC,2S-CRC,FSW,Salima,NA,NA,2011,416,437,459,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_f450ede8dcc53271746433bc616696de,GF,09bc23bd02dd8bbdd4dd3e29643ee51e,Yes,yes,NA,NA,148,6183
MWI,2S-CRC,2S-CRC,FSW,Thyolo,NA,NA,2011,524,563,602,NA,NA,NA,NA,"Counting the Uncatchables: Report of the Situation Analysis of the Magnitude, Behavioural Patterns, Contributing Factors, Current Interventions and Impact of Sex Work in HIV Prevention in Malawi",NA,GF_dbc33f04be15e1ff7b86eee97e27ab2a,GF,08423f412b67204e33acd4bc17b7743f,Yes,yes,NA,NA,148,6184
MOZ,PLACE/mapping,PLACE/mapping,FSW,"Beira, Dondo",NA,NA,2017,NA,2700,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6197
MOZ,PLACE/mapping,PLACE/mapping,MSM,"Beira, Dondo",NA,NA,2017,NA,3200,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6198
MOZ,PLACE/mapping,PLACE/mapping,TGW,"Beira, Dondo",NA,NA,2017,NA,220,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6199
MOZ,PLACE/mapping,PLACE/mapping,FSW,Cidade de Maputo,NA,NA,2017,NA,4400,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6200
MOZ,PLACE/mapping,PLACE/mapping,MSM,Cidade de Maputo,NA,NA,2017,NA,6100,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6201
MOZ,PLACE/mapping,PLACE/mapping,TGW,Cidade de Maputo,NA,NA,2017,NA,540,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6202
MOZ,PLACE/mapping,PLACE/mapping,FSW,"Inchope, Chimoio, Manica",NA,NA,2017,NA,2600,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6203
MOZ,PLACE/mapping,PLACE/mapping,MSM,"Inchope, Chimoio, Manica",NA,NA,2017,NA,1600,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6204
MOZ,PLACE/mapping,PLACE/mapping,TGW,"Inchope, Chimoio, Manica",NA,NA,2017,NA,140,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6205
MOZ,PLACE/mapping,PLACE/mapping,FSW,Matola,NA,NA,2017,NA,2300,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6206
MOZ,PLACE/mapping,PLACE/mapping,MSM,Matola,NA,NA,2017,NA,1500,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6207
MOZ,PLACE/mapping,PLACE/mapping,TGW,Matola,NA,NA,2017,NA,210,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6208
MOZ,PLACE/mapping,PLACE/mapping,FSW,"Tete, Changara, Moatize",NA,NA,2017,NA,1100,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6209
MOZ,PLACE/mapping,PLACE/mapping,MSM,"Tete, Changara, Moatize",NA,NA,2017,NA,700,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6210
MOZ,PLACE/mapping,PLACE/mapping,TGW,"Tete, Changara, Moatize",NA,NA,2017,NA,20,NA,NA,NA,NA,NA,PLACE 2017,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,142,6212
MWI,PLACE/mapping,PLACE/mapping,FSW,Balaka,NA,NA,2017,NA,300,NA,NA,0.004,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6213
MWI,PLACE/mapping,PLACE/mapping,FSW,Blantyre,NA,NA,2017,NA,6200,NA,NA,0.02,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6214
MWI,PLACE/mapping,PLACE/mapping,FSW,Chikhwawa,NA,NA,2017,NA,900,NA,NA,0.008,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6215
MWI,PLACE/mapping,PLACE/mapping,FSW,Dedza,NA,NA,2017,NA,500,NA,NA,0.003,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6216
MWI,PLACE/mapping,PLACE/mapping,FSW,Dowa,NA,NA,2017,NA,600,NA,NA,0.004,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6217
MWI,PLACE/mapping,PLACE/mapping,FSW,Karonga,NA,NA,2017,NA,800,NA,NA,0.012,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6218
MWI,PLACE/mapping,PLACE/mapping,FSW,Kasungu,NA,NA,2017,NA,1500,NA,NA,0.009,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6219
MWI,PLACE/mapping,PLACE/mapping,FSW,Lilongwe,NA,NA,2017,NA,7000,NA,NA,0.024,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6220
MWI,PLACE/mapping,PLACE/mapping,FSW,Machinga,NA,NA,2017,NA,1000,NA,NA,0.008,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6221
MWI,PLACE/mapping,PLACE/mapping,FSW,Mangochi,NA,NA,2017,NA,900,NA,NA,0.004,NA,NA,2017 PLACE,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,150,6222
