Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Portugal,8900 ,8100 , 9800,,11 000 ,10 000 , 12 000,,14 000 ,13 000 , 15 000,,16 000 ,15 000 , 17 000,,18 000 ,17 000 , 19 000,,20 000 ,19 000 , 21 000,,21 000 ,20 000 , 22 000,,22 000 ,21 000 , 23 000,,23 000 ,21 000 , 24 000,,24 000 ,22 000 , 25 000,,24 000 ,23 000 , 26 000,,25 000 ,23 000 , 27 000,,26 000 ,24 000 , 27 000,,27 000 ,25 000 , 28 000,,27 000 ,25 000 , 29 000,,28 000 ,25 000 , 29 000,,28 000 ,25 000 , 30 000,,28 000 ,25 000 , 30 000,,28 000 ,25 000 , 30 000,,28 000 ,25 000 , 30 000,,28 000 ,25 000 , 30 000,,27 000 ,24 000 , 29 000,,27 000 ,24 000 , 29 000,,26 000 ,23 000 , 28 000,,26 000 ,23 000 , 28 000,,25 000 ,22 000 , 27 000,,24 000 ,21 000 , 26 000,,23 000 ,20 000 , 25 000,,23 000 ,20 000 , 25 000,,22 000 ,19 000 , 24 000,,21 000 ,18 000 , 23 000,
Qatar,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,
Republic of Korea,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Republic of Moldova,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,1500 ,1300 , 1800,,2600 ,2200 , 3100,,3900 ,3300 , 4700,,5200 ,4300 , 6200,,6200 ,5200 , 7500,,7000 ,5800 , 8300,,7500 ,6200 , 9000,,8000 ,6600 , 9600,,8400 ,7000 , 10 000,,8900 ,7300 , 11 000,,9300 ,7700 , 11 000,,9700 ,8100 , 12 000,,10 000 ,8400 , 12 000,,10 000 ,8600 , 12 000,,11 000 ,8800 , 13 000,,11 000 ,8900 , 13 000,,11 000 ,8900 , 13 000,,11 000 ,8900 , 13 000,,11 000 ,8900 , 13 000,,11 000 ,8800 , 13 000,,10 000 ,8700 , 13 000,,10 000 ,8500 , 12 000,,10 000 ,8400 , 12 000,,10 000 ,8300 , 12 000,,9800 ,8200 , 12 000,
Romania,<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1500 ,<1000 , 2100,"Children estimates were not available at the time of publication.",1900 ,1000 , 2500,"Children estimates were not available at the time of publication.",2200 ,1200 , 3100,"Children estimates were not available at the time of publication.",2700 ,1500 , 3600,"Children estimates were not available at the time of publication.",3100 ,1700 , 4200,"Children estimates were not available at the time of publication.",3500 ,2000 , 4800,"Children estimates were not available at the time of publication.",4000 ,2200 , 5500,"Children estimates were not available at the time of publication.",4500 ,2600 , 6300,"Children estimates were not available at the time of publication.",5100 ,2900 , 7100,"Children estimates were not available at the time of publication.",5700 ,3200 , 7800,"Children estimates were not available at the time of publication.",6200 ,3500 , 8600,"Children estimates were not available at the time of publication.",6800 ,3800 , 9400,"Children estimates were not available at the time of publication.",7400 ,4200 , 10 000,"Children estimates were not available at the time of publication.",8100 ,4700 , 11 000,"Children estimates were not available at the time of publication.",8600 ,5000 , 12 000,"Children estimates were not available at the time of publication.",9100 ,5300 , 12 000,"Children estimates were not available at the time of publication.",9600 ,5600 , 13 000,"Children estimates were not available at the time of publication.",10 000 ,5900 , 13 000,"Children estimates were not available at the time of publication.",10 000 ,6200 , 14 000,"Children estimates were not available at the time of publication.",11 000 ,6500 , 14 000,"Children estimates were not available at the time of publication.",11 000 ,6800 , 15 000,"Children estimates were not available at the time of publication.",12 000 ,7000 , 15 000,"Children estimates were not available at the time of publication.",12 000 ,7200 , 15 000,"Children estimates were not available at the time of publication.",12 000 ,7400 , 16 000,"Children estimates were not available at the time of publication.",12 000 ,7400 , 16 000,"Children estimates were not available at the time of publication.",12 000 ,7400 , 16 000,"Children estimates were not available at the time of publication.",12 000 ,7400 , 16 000,"Children estimates were not available at the time of publication.",12 000 ,7400 , 16 000,"Children estimates were not available at the time of publication.",12 000 ,7300 , 15 000,"Children estimates were not available at the time of publication."
Russian Federation,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Rwanda,63 000 ,27 000 , 110 000,,75 000 ,37 000 , 120 000,,86 000 ,46 000 , 130 000,,94 000 ,55 000 , 130 000,,100 000 ,67 000 , 130 000,,110 000 ,80 000 , 140 000,,120 000 ,96 000 , 150 000,,130 000 ,110 000 , 160 000,,140 000 ,120 000 , 170 000,,150 000 ,140 000 , 180 000,,160 000 ,140 000 , 180 000,,160 000 ,150 000 , 180 000,,170 000 ,150 000 , 180 000,,160 000 ,150 000 , 180 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,,160 000 ,150 000 , 170 000,
Sao Tome and Principe,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Saudi Arabia,<500 ,<100 , <500,,<500 ,<100 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1500,,1300 ,<1000 , 1600,,1500 ,1100 , 1900,,1700 ,1300 , 2100,,2000 ,1500 , 2300,,2200 ,1900 , 2500,,2500 ,2200 , 2800,,2800 ,2500 , 3100,,3000 ,2800 , 3300,,3200 ,3000 , 3500,,3500 ,3200 , 3800,,3700 ,3400 , 4100,,4000 ,3700 , 4300,,4400 ,4000 , 4700,,4700 ,4300 , 5100,,5100 ,4600 , 5500,,5600 ,5000 , 6100,,6100 ,5500 , 6700,,6700 ,6000 , 7500,,7300 ,6600 , 8300,,8000 ,7100 , 9300,,8600 ,7600 , 10 000,,9300 ,8000 , 11 000,
Senegal,5400 ,3900 , 7400,,6600 ,4900 , 8800,,8200 ,6200 , 10 000,,10 000 ,7800 , 13 000,,12 000 ,9600 , 15 000,,14 000 ,12 000 , 18 000,,17 000 ,14 000 , 20 000,,20 000 ,16 000 , 24 000,,23 000 ,19 000 , 27 000,,26 000 ,22 000 , 30 000,,29 000 ,25 000 , 34 000,,31 000 ,27 000 , 37 000,,34 000 ,30 000 , 39 000,,36 000 ,31 000 , 42 000,,37 000 ,32 000 , 43 000,,38 000 ,33 000 , 44 000,,38 000 ,33 000 , 43 000,,37 000 ,33 000 , 43 000,,37 000 ,33 000 , 43 000,,37 000 ,32 000 , 42 000,,36 000 ,32 000 , 41 000,,35 000 ,31 000 , 39 000,,34 000 ,30 000 , 38 000,,32 000 ,29 000 , 36 000,,31 000 ,28 000 , 34 000,,29 000 ,27 000 , 33 000,,28 000 ,26 000 , 31 000,,27 000 ,25 000 , 30 000,,26 000 ,24 000 , 30 000,,26 000 ,23 000 , 29 000,,25 000 ,23 000 , 29 000,
Serbia,1100 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1300 ,1000 , 1500,"Children estimates were not available at the time of publication.",1300 ,1000 , 1500,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1300 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1400 ,1000 , 1700,"Children estimates were not available at the time of publication.",1500 ,1100 , 1800,"Children estimates were not available at the time of publication.",1600 ,1200 , 1900,"Children estimates were not available at the time of publication.",1700 ,1200 , 2000,"Children estimates were not available at the time of publication.",1700 ,1300 , 2100,"Children estimates were not available at the time of publication.",1800 ,1300 , 2300,"Children estimates were not available at the time of publication.",1900 ,1400 , 2400,"Children estimates were not available at the time of publication.",2000 ,1400 , 2500,"Children estimates were not available at the time of publication.",2100 ,1400 , 2700,"Children estimates were not available at the time of publication.",2100 ,1400 , 2800,"Children estimates were not available at the time of publication."
Sierra Leone,12 000 ,5000 , 21 000,,14 000 ,6500 , 24 000,,17 000 ,8100 , 27 000,,19 000 ,9500 , 29 000,,21 000 ,12 000 , 31 000,,24 000 ,15 000 , 34 000,,26 000 ,18 000 , 35 000,,28 000 ,20 000 , 37 000,,30 000 ,22 000 , 39 000,,32 000 ,24 000 , 40 000,,34 000 ,27 000 , 42 000,,36 000 ,29 000 , 44 000,,38 000 ,31 000 , 47 000,,40 000 ,33 000 , 49 000,,42 000 ,35 000 , 51 000,,43 000 ,37 000 , 52 000,,44 000 ,38 000 , 53 000,,45 000 ,40 000 , 54 000,,46 000 ,41 000 , 54 000,,47 000 ,42 000 , 55 000,,48 000 ,43 000 , 55 000,,50 000 ,44 000 , 56 000,,51 000 ,45 000 , 58 000,,52 000 ,46 000 , 59 000,,54 000 ,47 000 , 60 000,,55 000 ,48 000 , 61 000,,56 000 ,49 000 , 63 000,,57 000 ,50 000 , 64 000,,59 000 ,51 000 , 65 000,,60 000 ,52 000 , 67 000,,61 000 ,52 000 , 69 000,
Singapore,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",1300 ,1100 , 1500,"Children estimates were not available at the time of publication.",1500 ,1300 , 1700,"Children estimates were not available at the time of publication.",1800 ,1500 , 2000,"Children estimates were not available at the time of publication.",2000 ,1700 , 2300,"Children estimates were not available at the time of publication.",2300 ,1900 , 2600,"Children estimates were not available at the time of publication.",2500 ,2100 , 2800,"Children estimates were not available at the time of publication.",2700 ,2300 , 3100,"Children estimates were not available at the time of publication.",2900 ,2400 , 3300,"Children estimates were not available at the time of publication.",3100 ,2600 , 3500,"Children estimates were not available at the time of publication.",3300 ,2700 , 3800,"Children estimates were not available at the time of publication.",3500 ,2900 , 4000,"Children estimates were not available at the time of publication.",3700 ,3000 , 4300,"Children estimates were not available at the time of publication.",3900 ,3200 , 4500,"Children estimates were not available at the time of publication.",4100 ,3300 , 4800,"Children estimates were not available at the time of publication.",4300 ,3500 , 5100,"Children estimates were not available at the time of publication.",4500 ,3600 , 5400,"Children estimates were not available at the time of publication.",4700 ,3700 , 5600,"Children estimates were not available at the time of publication.",4800 ,3800 , 5800,"Children estimates were not available at the time of publication.",4900 ,3800 , 5900,"Children estimates were not available at the time of publication.",4900 ,3800 , 6000,"Children estimates were not available at the time of publication.",4900 ,3700 , 6000,"Children estimates were not available at the time of publication.",4800 ,3700 , 5900,"Children estimates were not available at the time of publication.",4700 ,3600 , 5800,"Children estimates were not available at the time of publication.",4600 ,3400 , 5700,"Children estimates were not available at the time of publication.",4400 ,3300 , 5500,"Children estimates were not available at the time of publication.",4200 ,3100 , 5200,"Children estimates were not available at the time of publication.",3900 ,2800 , 4900,"Children estimates were not available at the time of publication."
Slovakia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication."
Somalia,1300 ,<1000 , 2000,,1600 ,1200 , 2500,,2100 ,1600 , 3000,,2600 ,2000 , 3700,,3300 ,2500 , 4400,,4000 ,3100 , 5300,,4800 ,3900 , 6200,,5800 ,4700 , 7200,,6800 ,5600 , 8300,,7800 ,6600 , 9400,,8800 ,7500 , 10 000,,9800 ,8400 , 11 000,,11 000 ,9300 , 12 000,,11 000 ,10 000 , 13 000,,12 000 ,11 000 , 13 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 14 000,,12 000 ,11 000 , 13 000,,11 000 ,10 000 , 13 000,,11 000 ,9700 , 12 000,,10 000 ,9200 , 12 000,,9600 ,8600 , 11 000,,9000 ,8000 , 10 000,,8400 ,7500 , 9600,,7900 ,6900 , 9000,,7400 ,6500 , 8400,,6900 ,6100 , 7900,,6600 ,5800 , 7500,,6200 ,5500 , 7100,,6000 ,5200 , 6800,
South Africa,110 000 ,66 000 , 160 000,,200 000 ,120 000 , 280 000,,340 000 ,200 000 , 480 000,,550 000 ,320 000 , 760 000,,800 000 ,470 000 , 1 100 000,,1 100 000 ,650 000 , 1 500 000,,1 500 000 ,860 000 , 2 000 000,,1 800 000 ,1 100 000 , 2 500 000,,2 200 000 ,1 300 000 , 3 000 000,,2 600 000 ,1 500 000 , 3 400 000,,2 900 000 ,1 800 000 , 3 900 000,,3 200 000 ,1 900 000 , 4 300 000,,3 500 000 ,2 100 000 , 4 700 000,,3 800 000 ,2 200 000 , 5 000 000,,4 000 000 ,2 400 000 , 5 300 000,,4 100 000 ,2 500 000 , 5 500 000,,4 300 000 ,2 600 000 , 5 700 000,,4 400 000 ,2 700 000 , 5 900 000,,4 600 000 ,2 800 000 , 6 200 000,,4 800 000 ,3 000 000 , 6 400 000,,5 000 000 ,3 100 000 , 6 600 000,,5 200 000 ,3 300 000 , 6 800 000,,5 400 000 ,3 400 000 , 7 000 000,,5 500 000 ,3 500 000 , 7 200 000,,5 600 000 ,3 600 000 , 7 400 000,,5 800 000 ,3 700 000 , 7 500 000,,5 900 000 ,3 800 000 , 7 700 000,,6 000 000 ,3 800 000 , 7 800 000,,6 000 000 ,3 800 000 , 7 800 000,,6 100 000 ,3 800 000 , 7 800 000,,6 100 000 ,3 800 000 , 7 800 000,
South Sudan,18 000 ,6500 , 34 000,,22 000 ,8500 , 38 000,,26 000 ,11 000 , 42 000,,31 000 ,14 000 , 46 000,,35 000 ,18 000 , 53 000,,41 000 ,22 000 , 59 000,,46 000 ,27 000 , 67 000,,52 000 ,32 000 , 73 000,,59 000 ,37 000 , 79 000,,65 000 ,43 000 , 88 000,,70 000 ,50 000 , 95 000,,75 000 ,54 000 , 100 000,,79 000 ,58 000 , 110 000,,84 000 ,61 000 , 110 000,,88 000 ,64 000 , 110 000,,92 000 ,68 000 , 120 000,,96 000 ,72 000 , 120 000,,100 000 ,75 000 , 130 000,,100 000 ,80 000 , 130 000,,110 000 ,84 000 , 140 000,,110 000 ,87 000 , 140 000,,120 000 ,90 000 , 150 000,,120 000 ,93 000 , 150 000,,120 000 ,96 000 , 160 000,,120 000 ,99 000 , 160 000,,130 000 ,99 000 , 160 000,,130 000 ,100 000 , 160 000,,130 000 ,100 000 , 170 000,,140 000 ,110 000 , 170 000,,140 000 ,110 000 , 180 000,,150 000 ,110 000 , 180 000,
Spain,68 000 ,65 000 , 70 000,"Children estimates were not available at the time of publication.",75 000 ,72 000 , 78 000,"Children estimates were not available at the time of publication.",80 000 ,76 000 , 83 000,"Children estimates were not available at the time of publication.",83 000 ,78 000 , 86 000,"Children estimates were not available at the time of publication.",84 000 ,79 000 , 88 000,"Children estimates were not available at the time of publication.",84 000 ,78 000 , 88 000,"Children estimates were not available at the time of publication.",83 000 ,77 000 , 87 000,"Children estimates were not available at the time of publication.",83 000 ,77 000 , 88 000,"Children estimates were not available at the time of publication.",84 000 ,76 000 , 88 000,"Children estimates were not available at the time of publication.",84 000 ,76 000 , 89 000,"Children estimates were not available at the time of publication.",85 000 ,76 000 , 90 000,"Children estimates were not available at the time of publication.",85 000 ,77 000 , 91 000,"Children estimates were not available at the time of publication.",86 000 ,77 000 , 92 000,"Children estimates were not available at the time of publication.",87 000 ,77 000 , 94 000,"Children estimates were not available at the time of publication.",88 000 ,78 000 , 94 000,"Children estimates were not available at the time of publication.",88 000 ,78 000 , 95 000,"Children estimates were not available at the time of publication.",89 000 ,78 000 , 96 000,"Children estimates were not available at the time of publication.",89 000 ,78 000 , 96 000,"Children estimates were not available at the time of publication.",89 000 ,78 000 , 97 000,"Children estimates were not available at the time of publication.",89 000 ,78 000 , 97 000,"Children estimates were not available at the time of publication.",89 000 ,78 000 , 96 000,"Children estimates were not available at the time of publication.",88 000 ,78 000 , 96 000,"Children estimates were not available at the time of publication.",87 000 ,76 000 , 94 000,"Children estimates were not available at the time of publication.",85 000 ,75 000 , 92 000,"Children estimates were not available at the time of publication.",83 000 ,73 000 , 90 000,"Children estimates were not available at the time of publication.",82 000 ,71 000 , 89 000,"Children estimates were not available at the time of publication.",80 000 ,70 000 , 87 000,"Children estimates were not available at the time of publication.",79 000 ,68 000 , 86 000,"Children estimates were not available at the time of publication.",77 000 ,66 000 , 85 000,"Children estimates were not available at the time of publication.",75 000 ,65 000 , 83 000,"Children estimates were not available at the time of publication.",73 000 ,63 000 , 82 000,"Children estimates were not available at the time of publication."
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1200 ,1000 , 1500,,1500 ,1300 , 1800,,1800 ,1500 , 2200,,2100 ,1700 , 2500,,2300 ,1900 , 2800,,2600 ,2100 , 3100,,2800 ,2300 , 3300,,3000 ,2400 , 3500,,3100 ,2500 , 3700,,3200 ,2600 , 3800,,3200 ,2700 , 3800,,3200 ,2700 , 3900,,3200 ,2700 , 3800,,3200 ,2700 , 3800,,3100 ,2700 , 3700,,3100 ,2600 , 3600,,3000 ,2500 , 3500,,3000 ,2500 , 3500,,2900 ,2500 , 3400,,2800 ,2400 , 3300,,2800 ,2300 , 3200,,2700 ,2300 , 3200,,2700 ,2200 , 3100,
