Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Saudi Arabia,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1100 ,1000 , 1200,,1200 ,1100 , 1300,,1300 ,1200 , 1500,,1400 ,1300 , 1600,,1500 ,1400 , 1800,,1700 ,1500 , 1900,,1800 ,1600 , 2100,,1900 ,1600 , 2300,
Senegal,2400 ,1700 , 3200,,3000 ,2200 , 3900,,3700 ,2800 , 4700,,4600 ,3500 , 5800,,5600 ,4500 , 7100,,6800 ,5400 , 8300,,8100 ,6500 , 9700,,9500 ,7700 , 11 000,,11 000 ,9100 , 13 000,,12 000 ,10 000 , 15 000,,14 000 ,12 000 , 17 000,,15 000 ,13 000 , 18 000,,17 000 ,14 000 , 19 000,,18 000 ,15 000 , 20 000,,18 000 ,16 000 , 21 000,,19 000 ,16 000 , 22 000,,19 000 ,16 000 , 22 000,,19 000 ,16 000 , 22 000,,19 000 ,16 000 , 22 000,,19 000 ,17 000 , 22 000,,19 000 ,17 000 , 22 000,,19 000 ,17 000 , 22 000,,19 000 ,16 000 , 21 000,,18 000 ,16 000 , 20 000,,18 000 ,16 000 , 20 000,,17 000 ,15 000 , 19 000,,17 000 ,15 000 , 19 000,,16 000 ,15 000 , 18 000,,16 000 ,14 000 , 18 000,,16 000 ,14 000 , 17 000,,15 000 ,14 000 , 17 000,
Serbia,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication."
Sierra Leone,6400 ,2700 , 11 000,,7800 ,3600 , 13 000,,9300 ,4400 , 15 000,,11 000 ,5300 , 16 000,,12 000 ,7100 , 18 000,,13 000 ,8500 , 19 000,,15 000 ,10 000 , 20 000,,16 000 ,12 000 , 21 000,,17 000 ,13 000 , 22 000,,18 000 ,14 000 , 23 000,,20 000 ,15 000 , 25 000,,21 000 ,17 000 , 26 000,,22 000 ,18 000 , 27 000,,23 000 ,19 000 , 28 000,,24 000 ,20 000 , 29 000,,25 000 ,21 000 , 30 000,,26 000 ,22 000 , 31 000,,26 000 ,23 000 , 31 000,,27 000 ,23 000 , 31 000,,27 000 ,24 000 , 32 000,,28 000 ,25 000 , 32 000,,29 000 ,26 000 , 33 000,,30 000 ,26 000 , 33 000,,31 000 ,27 000 , 34 000,,32 000 ,28 000 , 35 000,,33 000 ,29 000 , 36 000,,34 000 ,30 000 , 38 000,,35 000 ,31 000 , 39 000,,36 000 ,32 000 , 40 000,,37 000 ,33 000 , 42 000,,38 000 ,33 000 , 43 000,
Singapore,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <200,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication."
Slovakia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Somalia,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1400,,1200 ,<1000 , 1700,,1500 ,1100 , 2000,,1800 ,1400 , 2400,,2200 ,1700 , 2800,,2600 ,2100 , 3300,,3000 ,2500 , 3800,,3500 ,2900 , 4300,,4000 ,3300 , 4700,,4400 ,3700 , 5100,,4800 ,4100 , 5600,,5100 ,4500 , 5900,,5300 ,4700 , 6100,,5500 ,4900 , 6200,,5600 ,5000 , 6200,,5500 ,5000 , 6200,,5400 ,4800 , 6000,,5200 ,4700 , 5900,,5000 ,4500 , 5600,,4800 ,4200 , 5300,,4500 ,4000 , 5100,,4300 ,3800 , 4800,,4000 ,3600 , 4600,,3800 ,3400 , 4300,,3600 ,3200 , 4100,,3400 ,3000 , 3900,,3300 ,2900 , 3700,,3100 ,2800 , 3500,,3000 ,2700 , 3400,
South Africa,58 000 ,34 000 , 79 000,,110 000 ,61 000 , 150 000,,180 000 ,110 000 , 250 000,,300 000 ,170 000 , 410 000,,440 000 ,260 000 , 610 000,,620 000 ,360 000 , 860 000,,830 000 ,490 000 , 1 100 000,,1 000 000 ,620 000 , 1 400 000,,1 300 000 ,760 000 , 1 700 000,,1 500 000 ,910 000 , 2 000 000,,1 700 000 ,1 100 000 , 2 300 000,,1 900 000 ,1 200 000 , 2 600 000,,2 100 000 ,1 300 000 , 2 800 000,,2 300 000 ,1 400 000 , 3 000 000,,2 400 000 ,1 500 000 , 3 200 000,,2 500 000 ,1 500 000 , 3 400 000,,2 600 000 ,1 600 000 , 3 500 000,,2 700 000 ,1 700 000 , 3 700 000,,2 800 000 ,1 800 000 , 3 800 000,,3 000 000 ,1 900 000 , 4 000 000,,3 100 000 ,2 000 000 , 4 100 000,,3 200 000 ,2 000 000 , 4 300 000,,3 300 000 ,2 100 000 , 4 400 000,,3 400 000 ,2 200 000 , 4 500 000,,3 500 000 ,2 300 000 , 4 600 000,,3 600 000 ,2 300 000 , 4 800 000,,3 700 000 ,2 300 000 , 4 900 000,,3 800 000 ,2 400 000 , 5 000 000,,3 900 000 ,2 400 000 , 5 000 000,,3 900 000 ,2 500 000 , 5 100 000,,3 900 000 ,2 500 000 , 5 100 000,
South Sudan,9900 ,3600 , 18 000,,12 000 ,4700 , 21 000,,15 000 ,6200 , 23 000,,17 000 ,8100 , 26 000,,20 000 ,10 000 , 30 000,,23 000 ,13 000 , 34 000,,27 000 ,16 000 , 39 000,,30 000 ,19 000 , 42 000,,34 000 ,22 000 , 46 000,,38 000 ,26 000 , 51 000,,41 000 ,29 000 , 55 000,,44 000 ,32 000 , 59 000,,47 000 ,33 000 , 62 000,,49 000 ,35 000 , 64 000,,52 000 ,38 000 , 68 000,,54 000 ,40 000 , 71 000,,56 000 ,42 000 , 74 000,,59 000 ,44 000 , 76 000,,61 000 ,47 000 , 79 000,,63 000 ,49 000 , 82 000,,66 000 ,51 000 , 85 000,,68 000 ,53 000 , 87 000,,70 000 ,54 000 , 89 000,,72 000 ,55 000 , 92 000,,74 000 ,58 000 , 94 000,,76 000 ,59 000 , 96 000,,79 000 ,61 000 , 99 000,,81 000 ,63 000 , 100 000,,84 000 ,66 000 , 110 000,,87 000 ,67 000 , 110 000,,91 000 ,69 000 , 110 000,
Spain,15 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",17 000 ,16 000 , 17 000,"Children estimates were not available at the time of publication.",17 000 ,17 000 , 18 000,"Children estimates were not available at the time of publication.",17 000 ,17 000 , 18 000,"Children estimates were not available at the time of publication.",17 000 ,17 000 , 18 000,"Children estimates were not available at the time of publication.",17 000 ,16 000 , 17 000,"Children estimates were not available at the time of publication.",16 000 ,16 000 , 17 000,"Children estimates were not available at the time of publication.",16 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",16 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",16 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,15 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,14 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,14 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,14 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,14 000 , 16 000,"Children estimates were not available at the time of publication.",15 000 ,14 000 , 16 000,"Children estimates were not available at the time of publication.",14 000 ,13 000 , 15 000,"Children estimates were not available at the time of publication.",14 000 ,13 000 , 15 000,"Children estimates were not available at the time of publication.",14 000 ,13 000 , 15 000,"Children estimates were not available at the time of publication.",13 000 ,12 000 , 14 000,"Children estimates were not available at the time of publication.",13 000 ,12 000 , 14 000,"Children estimates were not available at the time of publication.",13 000 ,12 000 , 14 000,"Children estimates were not available at the time of publication.",12 000 ,11 000 , 13 000,"Children estimates were not available at the time of publication.",12 000 ,11 000 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,10 000 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,9900 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,9500 , 11 000,"Children estimates were not available at the time of publication.",9900 ,9100 , 11 000,"Children estimates were not available at the time of publication.",9500 ,8700 , 10 000,"Children estimates were not available at the time of publication."
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Sudan,<1000 ,<100 , 2700,,<1000 ,<200 , 3900,,1300 ,<500 , 4800,,1900 ,<500 , 6100,,2900 ,<1000 , 8600,,4200 ,<1000 , 11 000,,5600 ,1300 , 12 000,,7100 ,1800 , 13 000,,8600 ,2700 , 15 000,,10 000 ,3500 , 16 000,,11 000 ,5100 , 17 000,,13 000 ,6600 , 18 000,,14 000 ,8200 , 18 000,,15 000 ,9900 , 19 000,,15 000 ,11 000 , 19 000,,16 000 ,12 000 , 18 000,,16 000 ,13 000 , 19 000,,16 000 ,14 000 , 19 000,,16 000 ,14 000 , 19 000,,17 000 ,14 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,18 000 ,15 000 , 20 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,
Suriname,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,,1000 ,<1000 , 1500,,1200 ,<1000 , 1600,,1200 ,<1000 , 1600,,1300 ,1100 , 1600,,1400 ,1100 , 1700,,1400 ,1200 , 1700,,1500 ,1300 , 1800,,1500 ,1300 , 1800,,1600 ,1400 , 1800,,1600 ,1400 , 1800,,1600 ,1400 , 1900,,1700 ,1400 , 1900,,1700 ,1500 , 2000,,1700 ,1500 , 2000,,1700 ,1500 , 2000,,1700 ,1400 , 2000,,1700 ,1400 , 2100,,1700 ,1400 , 2100,,1700 ,1400 , 2100,,1700 ,1400 , 2100,,1700 ,1300 , 2100,,1600 ,1300 , 2100,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,2700 ,2300 , 3100,"Children estimates were not available at the time of publication.",2800 ,2300 , 3300,"Children estimates were not available at the time of publication.",2800 ,2400 , 3300,"Children estimates were not available at the time of publication.",2800 ,2300 , 3300,"Children estimates were not available at the time of publication.",2700 ,2300 , 3200,"Children estimates were not available at the time of publication.",2600 ,2200 , 3100,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2400 ,2000 , 2900,"Children estimates were not available at the time of publication.",2400 ,1900 , 2800,"Children estimates were not available at the time of publication.",2300 ,1900 , 2800,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2400 ,2000 , 2900,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2500 ,2100 , 3000,"Children estimates were not available at the time of publication.",2600 ,2200 , 3000,"Children estimates were not available at the time of publication.",2600 ,2200 , 3100,"Children estimates were not available at the time of publication.",2600 ,2200 , 3100,"Children estimates were not available at the time of publication.",2700 ,2200 , 3100,"Children estimates were not available at the time of publication.",2700 ,2200 , 3100,"Children estimates were not available at the time of publication.",2600 ,2200 , 3100,"Children estimates were not available at the time of publication.",2600 ,2200 , 3100,"Children estimates were not available at the time of publication.",2600 ,2200 , 3100,"Children estimates were not available at the time of publication.",2500 ,2100 , 3000,"Children estimates were not available at the time of publication.",2500 ,2100 , 3000,"Children estimates were not available at the time of publication.",2400 ,2000 , 2900,"Children estimates were not available at the time of publication.",2400 ,2000 , 2800,"Children estimates were not available at the time of publication.",2300 ,1900 , 2700,"Children estimates were not available at the time of publication.",2200 ,1800 , 2600,"Children estimates were not available at the time of publication.",2100 ,1700 , 2500,"Children estimates were not available at the time of publication.",2000 ,1600 , 2400,"Children estimates were not available at the time of publication.",1900 ,1500 , 2300,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1300 ,1200 , 1500,,1700 ,1500 , 1900,,2100 ,2000 , 2300,,2600 ,2400 , 2700,,2900 ,2700 , 3100,,3300 ,3100 , 3500,,3600 ,3300 , 3900,,3800 ,3600 , 4200,,4100 ,3800 , 4500,,4300 ,3900 , 4700,,4400 ,4000 , 5000,,4600 ,4100 , 5200,
Thailand,26 000 ,21 000 , 30 000,,56 000 ,47 000 , 65 000,,93 000 ,78 000 , 110 000,,130 000 ,110 000 , 150 000,,160 000 ,140 000 , 190 000,,190 000 ,170 000 , 220 000,,220 000 ,190 000 , 250 000,,240 000 ,210 000 , 280 000,,260 000 ,230 000 , 300 000,,280 000 ,240 000 , 320 000,,290 000 ,250 000 , 330 000,,300 000 ,250 000 , 340 000,,300 000 ,260 000 , 340 000,,300 000 ,250 000 , 340 000,,290 000 ,250 000 , 330 000,,290 000 ,250 000 , 330 000,,290 000 ,250 000 , 320 000,,280 000 ,250 000 , 320 000,,280 000 ,240 000 , 310 000,,270 000 ,240 000 , 300 000,,260 000 ,230 000 , 300 000,,260 000 ,220 000 , 290 000,,250 000 ,220 000 , 280 000,,240 000 ,210 000 , 260 000,,230 000 ,200 000 , 250 000,,220 000 ,190 000 , 240 000,,200 000 ,180 000 , 230 000,,190 000 ,170 000 , 210 000,,180 000 ,160 000 , 200 000,,170 000 ,150 000 , 190 000,,160 000 ,140 000 , 180 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Togo,17 000 ,17 000 , 18 000,,20 000 ,19 000 , 20 000,,22 000 ,22 000 , 23 000,,25 000 ,25 000 , 26 000,,29 000 ,28 000 , 30 000,,33 000 ,32 000 , 34 000,,37 000 ,36 000 , 38 000,,42 000 ,41 000 , 43 000,,46 000 ,45 000 , 47 000,,49 000 ,48 000 , 50 000,,51 000 ,50 000 , 53 000,,53 000 ,51 000 , 54 000,,53 000 ,52 000 , 55 000,,53 000 ,52 000 , 55 000,,53 000 ,52 000 , 55 000,,53 000 ,52 000 , 55 000,,53 000 ,52 000 , 55 000,,53 000 ,52 000 , 55 000,,53 000 ,51 000 , 55 000,,53 000 ,51 000 , 55 000,,53 000 ,51 000 , 55 000,,54 000 ,51 000 , 56 000,,54 000 ,52 000 , 56 000,,54 000 ,52 000 , 56 000,,54 000 ,52 000 , 57 000,,55 000 ,52 000 , 57 000,,55 000 ,52 000 , 57 000,,55 000 ,52 000 , 58 000,,55 000 ,52 000 , 58 000,,55 000 ,51 000 , 58 000,,54 000 ,51 000 , 57 000,
