Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Sierra Leone,5500 ,2300 , 9800,,6500 ,3000 , 11 000,,7600 ,3700 , 12 000,,8500 ,4300 , 13 000,,9400 ,5400 , 14 000,,10 000 ,6500 , 15 000,,11 000 ,7700 , 15 000,,12 000 ,8700 , 16 000,,13 000 ,9600 , 16 000,,14 000 ,10 000 , 17 000,,14 000 ,11 000 , 18 000,,15 000 ,12 000 , 19 000,,16 000 ,13 000 , 20 000,,17 000 ,14 000 , 21 000,,18 000 ,14 000 , 21 000,,18 000 ,15 000 , 22 000,,19 000 ,15 000 , 22 000,,19 000 ,16 000 , 22 000,,19 000 ,16 000 , 23 000,,20 000 ,16 000 , 23 000,,20 000 ,17 000 , 23 000,,21 000 ,17 000 , 24 000,,21 000 ,17 000 , 24 000,,22 000 ,18 000 , 25 000,,22 000 ,18 000 , 25 000,,22 000 ,18 000 , 25 000,,22 000 ,18 000 , 25 000,,22 000 ,18 000 , 25 000,,22 000 ,18 000 , 25 000,,23 000 ,18 000 , 26 000,,22 000 ,18 000 , 26 000,
Singapore,<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1300 ,1200 , 1500,"Children estimates were not available at the time of publication.",1600 ,1300 , 1800,"Children estimates were not available at the time of publication.",1800 ,1500 , 2000,"Children estimates were not available at the time of publication.",2000 ,1700 , 2300,"Children estimates were not available at the time of publication.",2200 ,1800 , 2500,"Children estimates were not available at the time of publication.",2300 ,1900 , 2700,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2700 ,2200 , 3100,"Children estimates were not available at the time of publication.",2900 ,2400 , 3400,"Children estimates were not available at the time of publication.",3000 ,2500 , 3600,"Children estimates were not available at the time of publication.",3200 ,2600 , 3800,"Children estimates were not available at the time of publication.",3400 ,2800 , 4100,"Children estimates were not available at the time of publication.",3600 ,2900 , 4300,"Children estimates were not available at the time of publication.",3800 ,3000 , 4600,"Children estimates were not available at the time of publication.",4000 ,3100 , 4800,"Children estimates were not available at the time of publication.",4200 ,3200 , 5000,"Children estimates were not available at the time of publication.",4300 ,3300 , 5200,"Children estimates were not available at the time of publication.",4400 ,3300 , 5300,"Children estimates were not available at the time of publication.",4400 ,3300 , 5400,"Children estimates were not available at the time of publication.",4400 ,3300 , 5400,"Children estimates were not available at the time of publication.",4300 ,3200 , 5400,"Children estimates were not available at the time of publication.",4300 ,3100 , 5300,"Children estimates were not available at the time of publication.",4100 ,3000 , 5200,"Children estimates were not available at the time of publication.",4000 ,2900 , 5000,"Children estimates were not available at the time of publication.",3800 ,2700 , 4800,"Children estimates were not available at the time of publication.",3500 ,2500 , 4500,"Children estimates were not available at the time of publication."
Slovakia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication."
Somalia,<1000 ,<500 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1700,,1400 ,1100 , 2000,,1800 ,1400 , 2400,,2200 ,1700 , 2900,,2700 ,2100 , 3400,,3200 ,2600 , 4000,,3700 ,3100 , 4600,,4300 ,3600 , 5200,,4900 ,4200 , 5800,,5400 ,4700 , 6300,,5800 ,5100 , 6700,,6200 ,5500 , 7100,,6500 ,5800 , 7400,,6600 ,6000 , 7500,,6600 ,6000 , 7500,,6600 ,6000 , 7400,,6400 ,5800 , 7200,,6100 ,5600 , 6900,,5800 ,5300 , 6600,,5500 ,4900 , 6300,,5100 ,4600 , 5900,,4700 ,4200 , 5500,,4400 ,3900 , 5100,,4100 ,3600 , 4700,,3800 ,3300 , 4300,,3500 ,3100 , 4100,,3300 ,2900 , 3800,,3100 ,2700 , 3600,,2900 ,2600 , 3400,
South Africa,55 000 ,32 000 , 77 000,,97 000 ,58 000 , 130 000,,160 000 ,98 000 , 220 000,,250 000 ,150 000 , 340 000,,360 000 ,210 000 , 490 000,,490 000 ,290 000 , 670 000,,630 000 ,370 000 , 850 000,,770 000 ,460 000 , 1 000 000,,920 000 ,540 000 , 1 200 000,,1 100 000 ,630 000 , 1 400 000,,1 200 000 ,710 000 , 1 600 000,,1 300 000 ,790 000 , 1 800 000,,1 400 000 ,850 000 , 1 900 000,,1 500 000 ,910 000 , 2 000 000,,1 600 000 ,960 000 , 2 200 000,,1 600 000 ,1 000 000 , 2 200 000,,1 700 000 ,1 000 000 , 2 300 000,,1 700 000 ,1 100 000 , 2 400 000,,1 800 000 ,1 100 000 , 2 500 000,,1 800 000 ,1 100 000 , 2 500 000,,1 900 000 ,1 200 000 , 2 600 000,,2 000 000 ,1 200 000 , 2 700 000,,2 000 000 ,1 300 000 , 2 700 000,,2 100 000 ,1 300 000 , 2 800 000,,2 100 000 ,1 300 000 , 2 800 000,,2 100 000 ,1 300 000 , 2 900 000,,2 200 000 ,1 300 000 , 2 900 000,,2 200 000 ,1 300 000 , 2 900 000,,2 200 000 ,1 300 000 , 2 900 000,,2 100 000 ,1 300 000 , 2 900 000,,2 100 000 ,1 300 000 , 2 800 000,
South Sudan,8200 ,3000 , 15 000,,9800 ,3700 , 17 000,,12 000 ,4900 , 19 000,,13 000 ,6000 , 20 000,,15 000 ,7500 , 22 000,,17 000 ,9300 , 25 000,,20 000 ,11 000 , 29 000,,22 000 ,13 000 , 31 000,,25 000 ,16 000 , 34 000,,27 000 ,19 000 , 37 000,,29 000 ,21 000 , 40 000,,31 000 ,22 000 , 41 000,,33 000 ,24 000 , 43 000,,35 000 ,25 000 , 45 000,,36 000 ,27 000 , 47 000,,38 000 ,28 000 , 50 000,,40 000 ,30 000 , 51 000,,41 000 ,31 000 , 53 000,,43 000 ,32 000 , 55 000,,45 000 ,34 000 , 58 000,,46 000 ,35 000 , 60 000,,47 000 ,36 000 , 62 000,,49 000 ,38 000 , 64 000,,49 000 ,39 000 , 65 000,,50 000 ,39 000 , 66 000,,51 000 ,39 000 , 66 000,,51 000 ,40 000 , 66 000,,52 000 ,40 000 , 67 000,,53 000 ,41 000 , 67 000,,54 000 ,41 000 , 68 000,,55 000 ,41 000 , 70 000,
Spain,52 000 ,50 000 , 55 000,"Children estimates were not available at the time of publication.",58 000 ,55 000 , 61 000,"Children estimates were not available at the time of publication.",63 000 ,59 000 , 66 000,"Children estimates were not available at the time of publication.",66 000 ,61 000 , 69 000,"Children estimates were not available at the time of publication.",67 000 ,62 000 , 71 000,"Children estimates were not available at the time of publication.",67 000 ,61 000 , 71 000,"Children estimates were not available at the time of publication.",67 000 ,61 000 , 71 000,"Children estimates were not available at the time of publication.",67 000 ,61 000 , 72 000,"Children estimates were not available at the time of publication.",68 000 ,61 000 , 73 000,"Children estimates were not available at the time of publication.",68 000 ,61 000 , 74 000,"Children estimates were not available at the time of publication.",69 000 ,61 000 , 74 000,"Children estimates were not available at the time of publication.",70 000 ,62 000 , 76 000,"Children estimates were not available at the time of publication.",71 000 ,62 000 , 77 000,"Children estimates were not available at the time of publication.",72 000 ,63 000 , 78 000,"Children estimates were not available at the time of publication.",73 000 ,63 000 , 79 000,"Children estimates were not available at the time of publication.",73 000 ,64 000 , 80 000,"Children estimates were not available at the time of publication.",74 000 ,64 000 , 81 000,"Children estimates were not available at the time of publication.",75 000 ,64 000 , 81 000,"Children estimates were not available at the time of publication.",75 000 ,65 000 , 82 000,"Children estimates were not available at the time of publication.",75 000 ,65 000 , 83 000,"Children estimates were not available at the time of publication.",75 000 ,65 000 , 83 000,"Children estimates were not available at the time of publication.",75 000 ,65 000 , 82 000,"Children estimates were not available at the time of publication.",74 000 ,64 000 , 81 000,"Children estimates were not available at the time of publication.",73 000 ,62 000 , 80 000,"Children estimates were not available at the time of publication.",71 000 ,61 000 , 78 000,"Children estimates were not available at the time of publication.",70 000 ,60 000 , 77 000,"Children estimates were not available at the time of publication.",69 000 ,59 000 , 76 000,"Children estimates were not available at the time of publication.",68 000 ,58 000 , 76 000,"Children estimates were not available at the time of publication.",67 000 ,56 000 , 74 000,"Children estimates were not available at the time of publication.",65 000 ,55 000 , 73 000,"Children estimates were not available at the time of publication.",63 000 ,53 000 , 72 000,"Children estimates were not available at the time of publication."
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1200,,1200 ,<1000 , 1400,,1400 ,1100 , 1700,,1600 ,1300 , 2000,,1800 ,1400 , 2200,,1900 ,1600 , 2400,,2100 ,1700 , 2600,,2200 ,1800 , 2700,,2200 ,1800 , 2800,,2300 ,1900 , 2800,,2300 ,1900 , 2800,,2300 ,1900 , 2800,,2300 ,1900 , 2800,,2200 ,1800 , 2700,,2200 ,1800 , 2700,,2100 ,1700 , 2600,,2100 ,1700 , 2500,,2000 ,1700 , 2500,,2000 ,1600 , 2400,,1900 ,1600 , 2400,,1900 ,1500 , 2300,,1900 ,1500 , 2200,,1800 ,1500 , 2200,
Sudan,<1000 ,<100 , 2900,,<1000 ,<200 , 4100,,1500 ,<500 , 5700,,2600 ,<500 , 8500,,4300 ,<1000 , 12 000,,6300 ,1300 , 15 000,,8300 ,1900 , 17 000,,10 000 ,2600 , 19 000,,12 000 ,3600 , 21 000,,13 000 ,4400 , 21 000,,14 000 ,6100 , 22 000,,15 000 ,7400 , 22 000,,16 000 ,9000 , 22 000,,17 000 ,11 000 , 22 000,,17 000 ,12 000 , 21 000,,17 000 ,13 000 , 21 000,,17 000 ,13 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,14 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 20 000,,17 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 21 000,,18 000 ,15 000 , 22 000,,18 000 ,15 000 , 22 000,,19 000 ,16 000 , 22 000,,20 000 ,16 000 , 23 000,
Suriname,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1200,,<1000 ,<1000 , 1400,,1100 ,<1000 , 1500,,1200 ,<1000 , 1700,,1400 ,1100 , 1900,,1600 ,1300 , 2000,,1700 ,1500 , 2100,,1900 ,1600 , 2200,,2000 ,1700 , 2300,,2000 ,1800 , 2400,,2100 ,1900 , 2500,,2200 ,1900 , 2500,,2200 ,1900 , 2600,,2200 ,1900 , 2600,,2200 ,1900 , 2700,,2200 ,1900 , 2700,,2200 ,1900 , 2600,,2200 ,1800 , 2600,,2100 ,1800 , 2500,,2000 ,1700 , 2500,,2000 ,1600 , 2400,,1900 ,1500 , 2400,,1800 ,1500 , 2300,,1800 ,1400 , 2200,,1700 ,1300 , 2100,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,7800 ,6200 , 9400,"Children estimates were not available at the time of publication.",8000 ,6300 , 9600,"Children estimates were not available at the time of publication.",8000 ,6200 , 9600,"Children estimates were not available at the time of publication.",7800 ,6000 , 9500,"Children estimates were not available at the time of publication.",7500 ,5700 , 9100,"Children estimates were not available at the time of publication.",7100 ,5400 , 8600,"Children estimates were not available at the time of publication.",6600 ,5100 , 8100,"Children estimates were not available at the time of publication.",6300 ,4800 , 7800,"Children estimates were not available at the time of publication.",6100 ,4700 , 7500,"Children estimates were not available at the time of publication.",6000 ,4600 , 7400,"Children estimates were not available at the time of publication.",6000 ,4600 , 7300,"Children estimates were not available at the time of publication.",6000 ,4600 , 7400,"Children estimates were not available at the time of publication.",6100 ,4700 , 7500,"Children estimates were not available at the time of publication.",6200 ,4800 , 7600,"Children estimates were not available at the time of publication.",6300 ,4800 , 7700,"Children estimates were not available at the time of publication.",6300 ,4800 , 7800,"Children estimates were not available at the time of publication.",6300 ,4800 , 7800,"Children estimates were not available at the time of publication.",6300 ,4800 , 7800,"Children estimates were not available at the time of publication.",6300 ,4700 , 7900,"Children estimates were not available at the time of publication.",6300 ,4700 , 7800,"Children estimates were not available at the time of publication.",6200 ,4600 , 7700,"Children estimates were not available at the time of publication.",6100 ,4500 , 7600,"Children estimates were not available at the time of publication.",6000 ,4400 , 7500,"Children estimates were not available at the time of publication.",5800 ,4300 , 7300,"Children estimates were not available at the time of publication.",5700 ,4100 , 7200,"Children estimates were not available at the time of publication.",5500 ,4000 , 7000,"Children estimates were not available at the time of publication.",5300 ,3800 , 6700,"Children estimates were not available at the time of publication.",5000 ,3600 , 6400,"Children estimates were not available at the time of publication.",4800 ,3400 , 6200,"Children estimates were not available at the time of publication.",4500 ,3200 , 5900,"Children estimates were not available at the time of publication.",4300 ,3000 , 5800,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,1200 ,<1000 , 1400,,1700 ,1400 , 1900,,2300 ,2000 , 2600,,3000 ,2700 , 3200,,3600 ,3300 , 3900,,4200 ,4000 , 4500,,4800 ,4500 , 5100,,5300 ,4900 , 5600,,5700 ,5300 , 6100,,6100 ,5600 , 6600,,6400 ,5900 , 7000,,6600 ,6100 , 7300,,6800 ,6200 , 7600,,6900 ,6200 , 7900,
Thailand,180 000 ,150 000 , 220 000,,300 000 ,250 000 , 360 000,,400 000 ,330 000 , 480 000,,460 000 ,380 000 , 550 000,,500 000 ,410 000 , 600 000,,520 000 ,430 000 , 620 000,,520 000 ,430 000 , 630 000,,520 000 ,430 000 , 620 000,,510 000 ,420 000 , 610 000,,500 000 ,410 000 , 590 000,,480 000 ,390 000 , 570 000,,460 000 ,380 000 , 550 000,,440 000 ,360 000 , 520 000,,410 000 ,340 000 , 490 000,,390 000 ,320 000 , 470 000,,370 000 ,310 000 , 440 000,,360 000 ,290 000 , 430 000,,350 000 ,280 000 , 410 000,,330 000 ,280 000 , 390 000,,320 000 ,270 000 , 380 000,,310 000 ,260 000 , 370 000,,300 000 ,250 000 , 350 000,,290 000 ,240 000 , 340 000,,280 000 ,230 000 , 330 000,,270 000 ,220 000 , 320 000,,260 000 ,210 000 , 300 000,,250 000 ,200 000 , 290 000,,240 000 ,190 000 , 280 000,,220 000 ,170 000 , 260 000,,210 000 ,160 000 , 250 000,,200 000 ,150 000 , 230 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Togo,14 000 ,13 000 , 14 000,,15 000 ,14 000 , 15 000,,16 000 ,16 000 , 17 000,,18 000 ,17 000 , 18 000,,20 000 ,19 000 , 20 000,,22 000 ,21 000 , 23 000,,25 000 ,24 000 , 25 000,,27 000 ,26 000 , 28 000,,29 000 ,28 000 , 31 000,,31 000 ,30 000 , 33 000,,32 000 ,31 000 , 34 000,,33 000 ,31 000 , 34 000,,33 000 ,32 000 , 35 000,,33 000 ,31 000 , 35 000,,33 000 ,31 000 , 34 000,,33 000 ,31 000 , 34 000,,33 000 ,31 000 , 34 000,,33 000 ,31 000 , 34 000,,33 000 ,31 000 , 34 000,,33 000 ,31 000 , 34 000,,33 000 ,31 000 , 35 000,,33 000 ,31 000 , 35 000,,33 000 ,30 000 , 35 000,,32 000 ,30 000 , 35 000,,32 000 ,29 000 , 34 000,,31 000 ,29 000 , 33 000,,30 000 ,28 000 , 33 000,,30 000 ,27 000 , 32 000,,29 000 ,26 000 , 31 000,,28 000 ,25 000 , 30 000,,27 000 ,24 000 , 29 000,
Trinidad and Tobago,<1000 ,<500 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1500 ,1100 , 2100,"Children estimates were not available at the time of publication.",1700 ,1300 , 2300,"Children estimates were not available at the time of publication.",2000 ,1600 , 2600,"Children estimates were not available at the time of publication.",2300 ,1900 , 2900,"Children estimates were not available at the time of publication.",2600 ,2200 , 3200,"Children estimates were not available at the time of publication.",2900 ,2500 , 3500,"Children estimates were not available at the time of publication.",3200 ,2800 , 3700,"Children estimates were not available at the time of publication.",3500 ,3100 , 3900,"Children estimates were not available at the time of publication.",3700 ,3400 , 4100,"Children estimates were not available at the time of publication.",3900 ,3600 , 4300,"Children estimates were not available at the time of publication.",4100 ,3800 , 4500,"Children estimates were not available at the time of publication.",4300 ,3900 , 4700,"Children estimates were not available at the time of publication.",4400 ,4000 , 4800,"Children estimates were not available at the time of publication.",4400 ,4000 , 4800,"Children estimates were not available at the time of publication.",4400 ,4000 , 4800,"Children estimates were not available at the time of publication.",4400 ,3900 , 4800,"Children estimates were not available at the time of publication.",4300 ,3800 , 4700,"Children estimates were not available at the time of publication.",4100 ,3600 , 4500,"Children estimates were not available at the time of publication.",4000 ,3500 , 4400,"Children estimates were not available at the time of publication.",3800 ,3300 , 4200,"Children estimates were not available at the time of publication.",3500 ,3000 , 4000,"Children estimates were not available at the time of publication.",3300 ,2800 , 3800,"Children estimates were not available at the time of publication.",3100 ,2600 , 3500,"Children estimates were not available at the time of publication.",2900 ,2400 , 3300,"Children estimates were not available at the time of publication.",2700 ,2300 , 3100,"Children estimates were not available at the time of publication.",2500 ,2100 , 2900,"Children estimates were not available at the time of publication.",2400 ,1900 , 2800,"Children estimates were not available at the time of publication."
Tunisia,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,1100 ,<1000 , 1200,,1200 ,1100 , 1300,,1300 ,1200 , 1400,,1400 ,1200 , 1400,,1400 ,1300 , 1500,,1400 ,1300 , 1500,,1500 ,1400 , 1600,,1500 ,1400 , 1700,,1600 ,1400 , 1700,,1600 ,1500 , 1700,,1600 ,1500 , 1800,,1700 ,1500 , 1800,,1700 ,1500 , 1900,,1800 ,1600 , 1900,,1800 ,1600 , 2000,,1900 ,1600 , 2100,,2000 ,1700 , 2300,
