iso3,indicator,method,simple_method,kp,area_name,area_level,age_group,year,count_lower,count_estimate,count_upper,prop_lower,prop_estimate,prop_upper,denominator,ref,link,dataset_id,dataset,uid,data_checked,source_found,duplicate_of,is_aggregate,ethic,study_idx,observation_idx
BEN,prevalence,lab,NA,FSW,Oueme,NA,NA,2017,NA,NA,NA,NA,0.11800000000000001,NA,79,"Enquete De Surveillance De Deuxieme Generation Relative Aux IST, VIH Et Sida Au Benin (Esdg-2017) (Travailleuses de Sexe, Serveuses de Bar et Restaurants & Clients PS)",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,11,2294
NGA,prevalence,lab,NA,MSM,Oyo,NA,NA,2014,NA,NA,NA,NA,0.136,NA,452,BBS 2014,NA,GF_10d586c47b8dce712941d4495808475a,GF,af239f68e44fafd6915e3c4506222fa5,Yes,yes,NA,NA,NA,160,2298
NGA,prevalence,lab,NA,MSM,Rivers,NA,NA,2014,NA,NA,NA,NA,0.307,NA,504,BBS 2014,NA,GF_f552b9859b12a96ed2e60adf4c2d1cc7,GF,5bb31ea529bb21916b71ca9bd40d6528,Yes,yes,NA,NA,NA,160,2299
NGA,prevalence,lab,NA,PWID,Cross River,NA,NA,2014,NA,NA,NA,NA,0.058,NA,226,BBS 2014,NA,GF_37255d9df5b0c40061443fd74fd5dd6e,GF,8d2e56f8e561826ef8b3ace3e7ee0f20,Yes,yes,NA,NA,NA,160,2303
NGA,prevalence,lab,NA,PWID,Enugu,NA,NA,2014,NA,NA,NA,NA,0.022,NA,375,BBS 2014,NA,GF_e2d9af490a655cb231b71d10c5b8ea51,GF,9d11ad27e54bff55d4d8b5b4b59ff062,Yes,yes,NA,NA,NA,160,2304
NGA,prevalence,lab,NA,PWID,FCT,NA,NA,2014,NA,NA,NA,NA,0.047,NA,669,BBS 2014,NA,GF_d06940671b576f2e5f1f411a7b1cba95,GF,fc7666b78c76fd718b09fa290fb5239e,Yes,yes,NA,NA,NA,160,2305
NGA,prevalence,lab,NA,PWID,Kaduna,NA,NA,2014,NA,NA,NA,NA,0.018,NA,504,BBS 2014,NA,GF_96006055cddcdaea6560774a4ee7c65e,GF,c5652b60f56437c23f7ae26cdc938649,Yes,yes,NA,NA,NA,160,2306
NGA,prevalence,lab,NA,PWID,Kano,NA,NA,2014,NA,NA,NA,NA,0.07,NA,285,BBS 2014,NA,GF_d122dd7d805c0df335c083c6db1e1dfb,GF,f0c75541d596cb0730e05cfcb6ed6bd3,Yes,yes,NA,NA,NA,160,2307
NGA,prevalence,lab,NA,PWID,Lagos,NA,NA,2014,NA,NA,NA,NA,0.025,NA,391,BBS 2014,NA,GF_7d56617397fb67f17ba3f83e054a22b6,GF,c320e281ba6097b76c242900bd5739aa,Yes,yes,NA,NA,NA,160,2308
NGA,prevalence,lab,NA,MSM,Abuja,NA,NA,2016,NA,NA,NA,NA,0.36,NA,1460,Crowell et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,162,2310
NGA,prevalence,lab,NA,TGW,Abuja,NA,NA,2016,NA,NA,NA,NA,0.397,NA,151,Crowell et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,162,2311
NGA,prevalence,lab,NA,MSM,Lagos,NA,NA,2016,NA,NA,NA,NA,0.534,NA,1170,Crowell et al,NA,GF_806c580e6472ae075b3d74fd5aea7710,GF,1128a39e06424e23cae23d71adfa3559,Yes,yes,NA,NA,NA,162,2312
NGA,prevalence,lab,NA,MSM,Lagos,NA,NA,2016,NA,NA,NA,NA,0.557,NA,469,Crowell et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,162,2313
NGA,prevalence,lab,NA,TGW,Lagos,NA,NA,2016,NA,NA,NA,NA,0.716,NA,88,Crowell et al,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,162,2314
TZA,prevalence,lab,lab,PWID,Dar-es-salaam,NA,Y015_049,2013,NA,NA,NA,NA,0.155,NA,610,Integrated Bio-Behavioral Survey Among People Who Inject Drugs in Dar-es-salaam,NA,KP Atlas_9959ed3f57c2cf1bc36bdfd77a618f18,KP Atlas,60554ee701fab3fce144e6292430f5df,Yes,yes,NA,NA,NA,218,2316
TZA,prevalence,lab,lab,FSW,Dar-es-salaam,NA,Y015_049,2017,NA,NA,NA,0.122,0.153,0.184,948,"Integrated Bio-Behavioral Surveillance Survey among Female Sex Workers in Dar-es-salaam, 2017",NA,KP Atlas_1cc197325fdf1ae03435173d8c3a9842,KP Atlas,00cf93d8f6ce3f5e0eb2c24c917f5be5,Yes,yes,NA,NA,NA,215,2318
TZA,prevalence,lab,lab,MSM,Dar-es-salaam,NA,Y015_049,2017,NA,NA,NA,0.063,0.083,0.109,753,"Integrated Bio-Behavioral Surveillance Survey among Men who have Sex with Men in Dar-es-salaam, 2017",NA,KP Atlas_89bdce52a0b2ba8c269ff1ab1acd5126,KP Atlas,197b61f05f695150dafdf5c69f20fda9,Yes,yes,NA,NA,NA,223,2319
TZA,prevalence,lab,NA,PWID,Dar-es-salaam,NA,Y015_049,2017,NA,NA,NA,0.064,0.087,0.11800000000000001,607,"Integrated Bio-Behavioral Surveillance Survey among People who Inject Drugs in Dar es Salaam, 2017",NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,216,2320
ZAF,prevalence,lab,NA,FSW,Port Elizabeth,NA,NA,2015,NA,NA,NA,NA,0.637,NA,410,"Engagement in the HIV care cascade and predictors of uptake of antiretroviral therapy among female sex workers in Port Elizabeth, South Africa",NA,KP Atlas_904df6490fea2302f01c29ed4d6a6ff0,KP Atlas,9660f72f8d7c43bbf65aef16d3c291f1,Yes,yes,NA,NA,NA,252,2321
ZWE,prevalence,lab,NA,FSW,Zimbabwe,NA,Y015_024,2017,NA,NA,NA,NA,0.281,NA,429,Hensen 2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6887898/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,264,2332
ZWE,prevalence,lab,NA,FSW,Zimbabwe,NA,Y015_024,2013,NA,NA,NA,NA,0.359,NA,640,Chabata 2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6535417/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,266,2333
ZWE,prevalence,lab,NA,FSW,Zimbabwe,NA,Y015_024,2016,NA,NA,NA,NA,0.344,NA,503,Chabata 2019,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6535417/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,266,2334
BEN,prevalence,lab,yes,MSM,Benin,NA,Y015_049,2017,NA,NA,NA,NA,0.07,NA,359,ENQUETE DE SURVEILLANCE DE DEUXIEME GENERATION (ESDG) SUR LE VIH ET LE SIDA AU SEIN DE LA POPULATION DES HOMMES AYANT DES RAPPORTS SEXUELS AVEC D‚ÄôAUTRES HOMMES (HSH) AU BENIN,NA,KP Atlas_83ebdee19549e37dbfc4d1d24152ef04,KP Atlas,92200cf87c35d13ba5969b0e9b8fa7dd,Yes,yes,NA,NA,NA,12,2336
BEN,prevalence,lab,NA,MSM,Benin,NA,Y015_049,2015,NA,NA,NA,NA,0.077,NA,364,Enquete De Surveillance De Deuxieme Generation (ESDG) Sur Le VIH Au Sein De La Population Des Hommes Ayant Des Rapports Sexuels Avec d'Autres Hommes (HSH) Au Benin,NA,KP Atlas_64ee95c9702000d451c67a694486d42d,KP Atlas,6df72ecd5adde3302b6dc13b7e1f62c7,Yes,yes,NA,NA,NA,16,2337
CIV,prevalence,lab,NA,PWID,Abidjan,NA,Y015_049,2014,NA,NA,NA,0,0.053,0.11199999999999999,57,"Sante des personnes usagËres de drogue ‡ Abidjan en CÙte díIvoire: Prevalence et pratiques ‡ risque díinfection par le VIH, les hepatites virales, et autres infections",NA,GF_31ec7b7533a5a76b12f8932989524e96,GF,830797ae35ebfe27e2527aa5f331804d,Yes,yes,NA,NA,NA,39,2338
UGA,prevalence,lab,NA,FSW,Greater Masaka,NA,Y015_049,2020,NA,NA,NA,NA,0.4059,NA,220,Kiyingi et al.,https://link.springer.com/article/10.1007/s10461-022-03837-9,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,236,2339
NGA,prevalence,lab,NA,PWID,Oyo,NA,NA,2014,NA,NA,NA,NA,0.019,NA,310,BBS 2014,NA,GF_b953bfde3c7faf8982a1f7788528e7e3,GF,24e230a6df2ef7c064a443d6bfe909c8,Yes,yes,NA,NA,NA,160,2354
NGA,prevalence,lab,NA,PWID,Rivers,NA,NA,2014,NA,NA,NA,NA,0.009,NA,390,BBS 2014,NA,GF_061b32e9bd1819b62079f49236f1999b,GF,b2696aa6e09255f8cc27c5556e636d72,Yes,yes,NA,NA,NA,160,2355
NGA,prevalence,lab,NA,TGW,Nassarawa,NA,Y015_049,2020,NA,NA,NA,NA,0.14800000000000002,NA,372,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,2356
NGA,prevalence,lab,NA,TGW,Oyo,NA,Y015_049,2020,NA,NA,NA,NA,0.465,NA,372,BBS 2020,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,164,2357
MWI,prevalence,lab,NA,MSM,Blantyre,NA,NA,2016,NA,NA,NA,NA,0.179,NA,84,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,2426
ZAF,prevalence,lab,NA,MSM,Cape Town,NA,NA,2016,NA,NA,NA,NA,0.284,NA,109,HPTN 075 (Sandfort et al),https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC6544251/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,113,2428
RWA,prevalence,lab,NA,FSW,Eastern Province,NA,NA,2010,NA,NA,NA,NA,0.33,NA,123,BBS 2010,NA,GF_36a6dee77c957e58aa565f5cf2873dc5,GF,033913b87cddf926ce1c1cd7810bd130,Yes,yes,NA,NA,NA,171,2429
RWA,prevalence,lab,NA,FSW,Kigali,NA,NA,2010,NA,NA,NA,NA,0.56,NA,233,BBS 2010,NA,CDC_196ceda467cd5fd9c57e8e3771dd2d95,CDC,21e2b8272735b75fa609a107ffe7cc7b,Yes,yes,NA,NA,NA,171,2430
RWA,prevalence,lab,NA,FSW,Northern Province,NA,NA,2010,NA,NA,NA,NA,0.47,NA,260,BBS 2010,NA,GF_15b164f914b1de2f9a7197b1ee0b42f8,GF,6052a9d5735fe8939261a81a8a7548e5,Yes,yes,NA,NA,NA,171,2431
RWA,prevalence,lab,NA,FSW,Southern Province,NA,NA,2010,NA,NA,NA,NA,0.55,NA,245,BBS 2010,NA,GF_299c28de7f974c6a0625a65b3d991cd6,GF,5ba5a52ea6ea2b04db334895ecc4ef0b,Yes,yes,NA,NA,NA,171,2432
RWA,prevalence,lab,NA,FSW,Western Province,NA,NA,2010,NA,NA,NA,NA,0.55,NA,251,BBS 2010,NA,GF_aed2b8cf91a697d3d1b366f9f2eb9658,GF,ccae51fe42c789ec7997b83a9062c643,Yes,yes,NA,NA,NA,171,2433
RWA,prevalence,lab,NA,PWID,Kigali,NA,NA,2020,NA,NA,NA,NA,0.095,NA,307,Twahirwa Rwema et al,https://harmreductionjournal.biomedcentral.com/articles/10.1186/s12954-021-00579-0,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,174,2434
SEN,prevalence,lab,NA,PWID,Dakar,NA,NA,2011,NA,NA,NA,NA,0.094,NA,139,"ENQUETE DE PREVALENCE ET DE PRATIQUES A RISQUES D’INFECTION A VIH, VHB, ET VHC CHEZ LES USAGERS DE DROGUES DANS LA REGION DE DAKAR (SENEGAL).",NA,KP Atlas_904a03c86f62b9737877a2266b0a1c4d,KP Atlas,54fafd97f5010d068cbe1ef4a40a787e,Yes,yes,NA,NA,NA,175,2435
SEN,prevalence,lab,lab,MSM,Dakar,NA,NA,2014,NA,NA,NA,NA,0.16,NA,325,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2440
SEN,prevalence,lab,lab,MSM,Diourbel,NA,NA,2014,NA,NA,NA,NA,0.12,NA,50,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2441
SEN,prevalence,lab,lab,MSM,Kaolack,NA,NA,2014,NA,NA,NA,NA,0.163,NA,104,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2442
SEN,prevalence,lab,lab,MSM,Louga,NA,NA,2014,NA,NA,NA,NA,0.14300000000000002,NA,42,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2443
SEN,prevalence,lab,lab,MSM,Saint-Louis,NA,NA,2014,NA,NA,NA,NA,0.124,NA,97,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2444
SEN,prevalence,lab,lab,MSM,Sedhiou,NA,NA,2014,NA,NA,NA,NA,0.33299999999999996,NA,51,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2447
SEN,prevalence,lab,lab,MSM,Tamba,NA,NA,2014,NA,NA,NA,NA,0.184,NA,38,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2448
SEN,prevalence,lab,lab,MSM,Thies/Mbour,NA,NA,2014,NA,NA,NA,NA,0.183,NA,203,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2449
SEN,prevalence,lab,lab,MSM,Ziguinchor,NA,NA,2014,NA,NA,NA,NA,0.245,NA,102,RAPPORT ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL (2014),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,177,2451
SEN,prevalence,lab,NA,FSW,Dakar,NA,NA,2015,NA,NA,NA,NA,0.053,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2452
SEN,prevalence,lab,NA,FSW,Kaolack,NA,NA,2015,NA,NA,NA,NA,0.09,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2454
SEN,prevalence,lab,NA,FSW,Kedougou,NA,NA,2015,NA,NA,NA,NA,0.037000000000000005,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2455
SEN,prevalence,lab,NA,FSW,Kolda,NA,NA,2015,NA,NA,NA,NA,0.04,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2457
SEN,prevalence,lab,NA,FSW,Sedhiou,NA,NA,2015,NA,NA,NA,NA,0.055999999999999994,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2458
SEN,prevalence,lab,NA,FSW,Tambacounda,NA,NA,2015,NA,NA,NA,NA,0.107,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2463
SEN,prevalence,lab,NA,FSW,Ziguinchor,NA,NA,2015,NA,NA,NA,NA,0.135,NA,NA,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2015),NA,NA,Surveillance review,NA,Yes,yes,NA,NA,0,178,2464
SEN,prevalence,lab,NA,MSM,Dakar,NA,NA,2017,NA,NA,NA,0.444,0.496,0.5479999999999999,355,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2465
SEN,prevalence,lab,NA,MSM,Diourbel,NA,NA,2017,NA,NA,NA,0.22399999999999998,0.348,0.496,46,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2466
SEN,prevalence,lab,NA,MSM,Kaffrine,NA,NA,2017,NA,NA,NA,0.005,0.04,0.243,125,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2467
SEN,prevalence,lab,NA,MSM,Kaolack,NA,NA,2017,NA,NA,NA,0.069,0.12,0.2,100,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2468
SEN,prevalence,lab,NA,MSM,Kolda,NA,NA,2017,NA,NA,NA,NA,0,NA,50,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2472
SEN,prevalence,lab,NA,MSM,Louga,NA,NA,2017,NA,NA,NA,0.17300000000000001,0.293,0.45,43,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2473
SEN,prevalence,lab,NA,MSM,Matam,NA,NA,2017,NA,NA,NA,0.02,0.083,0.285,24,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2474
SEN,prevalence,lab,NA,MSM,Mbour,NA,NA,2017,NA,NA,NA,0.243,0.327,0.423,101,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2475
SEN,prevalence,lab,NA,MSM,Saint-Louis,NA,NA,2017,NA,NA,NA,0.22,0.303,0.4,99,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2476
SEN,prevalence,lab,NA,MSM,Sedhiou,NA,NA,2017,NA,NA,NA,0.009,0.038,0.14300000000000002,52,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2477
SEN,prevalence,lab,NA,MSM,Tambacounda,NA,NA,2017,NA,NA,NA,0.019,0.06,0.172,51,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2480
SEN,prevalence,lab,NA,MSM,Ziguinchor,NA,NA,2017,NA,NA,NA,0.033,0.069,0.139,102,ENQUETE COMBINEE CHEZ LES HOMMES AYANT DES RAPPORTS SEXUELS AVEC DES HOMMES (HSH) AU SENEGAL,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,179,2481
SEN,prevalence,lab,NA,MSM,"Dakar, Mbour, Thies",NA,NA,2017,NA,NA,NA,NA,0.235,NA,219,Achieving an AIDS Free Generation in Senegal,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,180,2482
SEN,prevalence,lab,NA,FSW,"Dakar, Mbour",NA,NA,2017,NA,NA,NA,NA,0.033,NA,40,Achieving an AIDS Free Generation in Senegal,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,180,2483
SEN,prevalence,lab,NA,FSW,Dakar,NA,NA,2019,NA,NA,NA,NA,0.065,NA,355,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_ee70e7a17325569621be4f07056f9f4b,KP Atlas,a5a0da2ad3a974b22f71c9d600bfd83e,Yes,yes,NA,NA,0,181,2484
SEN,prevalence,lab,NA,FSW,Diourbel,NA,NA,2019,NA,NA,NA,NA,0.034,NA,29,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_0bedb023ee44f560a3e99ac90530ff26,KP Atlas,049f87cdb953de633e28041a0dacd90a,Yes,yes,NA,NA,0,181,2485
SEN,prevalence,lab,NA,FSW,Fatick,NA,NA,2019,NA,NA,NA,NA,0.063,NA,16,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_e8ad45440c4ab7303d902b384685888d,KP Atlas,c4c647fcbe3030fce29f938ccbcb6b4a,Yes,yes,NA,NA,0,181,2486
SEN,prevalence,lab,NA,FSW,Kaolack,NA,NA,2019,NA,NA,NA,NA,0.049,NA,205,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_da6bae2b7843551c63fb2d3e61b4f5ea,KP Atlas,67afd580d91832c56f72423976cd0313,Yes,yes,NA,NA,0,181,2487
SEN,prevalence,lab,NA,FSW,Kedougou,NA,NA,2019,NA,NA,NA,NA,0.026,NA,191,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_c247d09531a4897b89f0db47cba31bfb,KP Atlas,22f37cc689599d894b4a6b9cd49c67ec,Yes,yes,NA,NA,0,181,2488
SEN,prevalence,lab,NA,FSW,Kolda,NA,NA,2019,NA,NA,NA,NA,0.055,NA,200,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_3518afb5495fb158a004275a3c12e700,KP Atlas,2cd7e821e036fd8ecca8741d437e5ef6,Yes,yes,NA,NA,0,181,2489
SEN,prevalence,lab,NA,FSW,Louga,NA,NA,2019,NA,NA,NA,NA,0.043,NA,23,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_34adce70340af8e8a0723607ae68c8e9,KP Atlas,68b7921c9a712a8214e2fddf4dc2b96a,Yes,yes,NA,NA,0,181,2490
SEN,prevalence,lab,NA,FSW,Saint-Louis,NA,NA,2019,NA,NA,NA,NA,0.068,NA,44,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_c908acf445c42ffd03151c54a695c35e,KP Atlas,219ac833f408876f751204641bf55d5c,Yes,yes,NA,NA,0,181,2491
SEN,prevalence,lab,NA,FSW,Sedhiou,NA,NA,2019,NA,NA,NA,NA,0.005,NA,202,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_60933232181c052d428affe2b59893ac,KP Atlas,395f637b6d46e6c90744e5cc40192869,Yes,yes,NA,NA,0,181,2492
SEN,prevalence,lab,NA,FSW,Tambacounda,NA,NA,2019,NA,NA,NA,NA,0.063,NA,205,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_514796c9c2f9fa68cb862b26d1feda85,KP Atlas,9a4aaf4d64139234f638f046c87c764b,Yes,yes,NA,NA,0,181,2497
SEN,prevalence,lab,NA,FSW,Thies,NA,NA,2019,NA,NA,NA,NA,0.025,NA,79,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_af40b0b573fe3973d92a3a2fa139ec3d,KP Atlas,1ab2283bf27c433b6c7820e3792769ae,Yes,yes,NA,NA,0,181,2498
SEN,prevalence,lab,NA,FSW,Ziguinchor,NA,NA,2019,NA,NA,NA,NA,0.065,NA,200,ENQUE_TE NATIONALE DE SURVEILLANCE COMBINEE DES IST ET DU VIH/SIDA (ENSC 2019),NA,KP Atlas_8f2942807e5b520ffd4ca51be83ce68e,KP Atlas,0f75917153d48df9ce2db902b2de0137,Yes,yes,NA,NA,0,181,2499
SEN,prevalence,lab,NA,FSW,Senegal,NA,NA,2013,NA,NA,NA,0.015,0.033,0.052,758,Potential Impact of Integrated Stigma Mitigation Interventions in Improving HIV/AIDS Service Delivery and Uptake for Key Populations in Senegal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5147043/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,183,2500
SEN,prevalence,lab,NA,MSM,Senegal,NA,NA,2013,NA,NA,NA,0.186,0.235,0.284,724,Potential Impact of Integrated Stigma Mitigation Interventions in Improving HIV/AIDS Service Delivery and Uptake for Key Populations in Senegal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5147043/,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,183,2501
SEN,prevalence,lab,NA,PWID,Dakar,NA,NA,2019,NA,NA,NA,0.018000000000000002,0.035,0.052000000000000005,312,Rapport díEstimation de la Taille et díEnquÍte Bio comportementale chez les Consommateurs de Drogue Injectables au Senegal,NA,KP Atlas_f7a8d060fbc2a416491461e51b11ed4d,KP Atlas,18bd3c6a07f9b21ecadc29fb571c9c08,Yes,yes,NA,NA,NA,184,2502
SEN,prevalence,lab,NA,PWID,Kaolack,NA,NA,2019,NA,NA,NA,0.022000000000000002,0.039,0.065,357,Rapport díEstimation de la Taille et díEnquÍte Bio comportementale chez les Consommateurs de Drogue Injectables au Senegal,NA,KP Atlas_1b71209deff0c977fbffc90fd16d3e38,KP Atlas,8ac1157489e5d65ad7125ab0fd373bac,Yes,yes,NA,NA,NA,184,2503
SLE,prevalence,lab,NA,FSW,Bo,NA,NA,2021,NA,NA,NA,0.055099999999999996,0.1176,0.23370000000000002,204,BIO-BEHAVIOURAL SURVEY FIELD IMPLEMENTATION 2021,NA,NA,Surveillance review,NA,Yes,yes,NA,NA,NA,186,2506
