kp,iso3,area_id,logit_gen_prev,logit_kp_prev,obs_iid,method,positive,negative,denominator,id.ref,id.iso3,id.area,idx,id.ref.nat,lower,median,upper,indicator,source,gen_prev,region
Men who have sex with men,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,10,NA,-1.9371538235402432,0.194145209347913,-0.9310713970135169,prevalence,50th centile,0.046000000000000006,Western and Central Africa
Men who have sex with men,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,11,NA,-1.9099938326727166,0.20039377958083698,-0.8834218798757428,prevalence,50th centile,0.05100000000000001,Western and Central Africa
Men who have sex with men,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,12,NA,-1.8831866241129835,0.20599358688752534,-0.8433559911648506,prevalence,50th centile,0.05599999999999999,Western and Central Africa
Men who have sex with men,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,13,NA,-1.8597790766675775,0.21142048686350487,-0.7983723691046287,prevalence,50th centile,0.061000000000000006,Western and Central Africa
Men who have sex with men,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,14,NA,-1.8350165242482679,0.21715441069276037,-0.757188122672479,prevalence,50th centile,0.06600000000000002,Western and Central Africa
Men who have sex with men,NA,NA,-5.109977737428519,NA,NA,NA,NA,NA,1,NA,NA,NA,15,NA,-3.696583920370507,0.050204108321683524,-2.1415735168841357,prevalence,50th centile,0.006000000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-4.498799058824342,NA,NA,NA,NA,NA,1,NA,NA,NA,16,NA,-3.3328928774522115,0.06365005684660731,-2.057455341748797,prevalence,50th centile,0.010999999999999998,Eastern and Southern Africa
Men who have sex with men,NA,NA,-4.119037174812472,NA,NA,NA,NA,NA,1,NA,NA,NA,17,NA,-3.1240555190474786,0.07310789769122583,-1.9615016746865441,prevalence,50th centile,0.016000000000000007,Eastern and Southern Africa
Men who have sex with men,NA,NA,-3.8420092048070873,NA,NA,NA,NA,NA,1,NA,NA,NA,18,NA,-2.953822669494755,0.08125405609899645,-1.9070946159946016,prevalence,50th centile,0.021000000000000005,Eastern and Southern Africa
Men who have sex with men,NA,NA,-3.623314765621053,NA,NA,NA,NA,NA,1,NA,NA,NA,19,NA,-2.8476972592734557,0.088555441857605,-1.8090019516029192,prevalence,50th centile,0.026000000000000006,Eastern and Southern Africa
Men who have sex with men,NA,NA,-3.4422774074056197,NA,NA,NA,NA,NA,1,NA,NA,NA,20,NA,-2.7667299237467464,0.09516956845530093,-1.7511434209785697,prevalence,50th centile,0.031000000000000007,Eastern and Southern Africa
Men who have sex with men,NA,NA,-3.2875723561544357,NA,NA,NA,NA,NA,1,NA,NA,NA,21,NA,-2.694735377997563,0.10109431161414566,-1.69150502286248,prevalence,50th centile,0.036,Eastern and Southern Africa
Men who have sex with men,NA,NA,-3.15231900817913,NA,NA,NA,NA,NA,1,NA,NA,NA,22,NA,-2.644025077847166,0.10588511682657795,-1.614179607059354,prevalence,50th centile,0.04100000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,23,NA,-2.604805103124195,0.11089705454894849,-1.559496730791546,prevalence,50th centile,0.046000000000000006,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,24,NA,-2.5566652200812694,0.11549727346303347,-1.5010724555714978,prevalence,50th centile,0.05100000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,25,NA,-2.513475462155087,0.11940038467479139,-1.45788657226644,prevalence,50th centile,0.05599999999999999,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,26,NA,-2.4811042690761838,0.12296104239801205,-1.424083419222628,prevalence,50th centile,0.061000000000000006,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,27,NA,-2.452991132756162,0.12722568065894024,-1.3823519460424796,prevalence,50th centile,0.06600000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.571428861772523,NA,NA,NA,NA,NA,1,NA,NA,NA,28,NA,-2.43038433709708,0.13096392653957004,-1.3486880395588947,prevalence,50th centile,0.071,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.497978731355353,NA,NA,NA,NA,NA,1,NA,NA,NA,29,NA,-2.4085114866329183,0.1337360136079161,-1.2997266310657314,prevalence,50th centile,0.076,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.428836967683248,NA,NA,NA,NA,NA,1,NA,NA,NA,30,NA,-2.3986121490650367,0.137075175679805,-1.2639429026605091,prevalence,50th centile,0.081,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.3634832752006423,NA,NA,NA,NA,NA,1,NA,NA,NA,31,NA,-2.384730444865169,0.14003982869709175,-1.2304263082262394,prevalence,50th centile,0.08600000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.3014855876606286,NA,NA,NA,NA,NA,1,NA,NA,NA,32,NA,-2.37678363755604,0.1433982996578082,-1.193906474533055,prevalence,50th centile,0.09100000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.2424811689243405,NA,NA,NA,NA,NA,1,NA,NA,NA,33,NA,-2.3577273540011694,0.14671622081327163,-1.1599771941775792,prevalence,50th centile,0.09599999999999999,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.1861625176303607,NA,NA,NA,NA,NA,1,NA,NA,NA,34,NA,-2.342544010758078,0.14991118987500177,-1.13537140090272,prevalence,50th centile,0.10100000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.132266681061447,NA,NA,NA,NA,NA,1,NA,NA,NA,35,NA,-2.3239770936850848,0.153205116964788,-1.1042762872445782,prevalence,50th centile,0.10600000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.0805670342015703,NA,NA,NA,NA,NA,1,NA,NA,NA,36,NA,-2.30668176450193,0.15578894766313084,-1.0734861532599673,prevalence,50th centile,0.11100000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-2.0308668715312788,NA,NA,NA,NA,NA,1,NA,NA,NA,37,NA,-2.2938731441996367,0.1584647686380149,-1.0448693234995923,prevalence,50th centile,0.116,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.9829943520884359,NA,NA,NA,NA,NA,1,NA,NA,NA,38,NA,-2.2829383370955476,0.16136232452346377,-1.0166729818718208,prevalence,50th centile,0.12100000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.9367984687040574,NA,NA,NA,NA,NA,1,NA,NA,NA,39,NA,-2.2785453227436956,0.16440281811947965,-0.9871889045286726,prevalence,50th centile,0.126,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.8921458020642405,NA,NA,NA,NA,NA,1,NA,NA,NA,40,NA,-2.269787711697287,0.16706174965092724,-0.9639144042786213,prevalence,50th centile,0.131,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.8489178830680035,NA,NA,NA,NA,NA,1,NA,NA,NA,41,NA,-2.258664227593445,0.16962745856540748,-0.9379985406608948,prevalence,50th centile,0.136,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.807009031606087,NA,NA,NA,NA,NA,1,NA,NA,NA,42,NA,-2.2478801682662435,0.1723282815904877,-0.9132687412044711,prevalence,50th centile,0.14100000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.7663245720802332,NA,NA,NA,NA,NA,1,NA,NA,NA,43,NA,-2.2372566897986013,0.17471600581863148,-0.889229306658156,prevalence,50th centile,0.14600000000000005,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.726779349496423,NA,NA,NA,NA,NA,1,NA,NA,NA,44,NA,-2.222133429583144,0.1765604468656228,-0.8660795209795286,prevalence,50th centile,0.15100000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.6882964873464201,NA,NA,NA,NA,NA,1,NA,NA,NA,45,NA,-2.209374476237852,0.17884708961692386,-0.847781752026249,prevalence,50th centile,0.156,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.6508063414827432,NA,NA,NA,NA,NA,1,NA,NA,NA,46,NA,-2.206518793963369,0.18089905084041674,-0.8299806701135862,prevalence,50th centile,0.161,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.6142456140022035,NA,NA,NA,NA,NA,1,NA,NA,NA,47,NA,-2.1980677373201356,0.1828620768342109,-0.8109543384027301,prevalence,50th centile,0.166,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.5785565986326349,NA,NA,NA,NA,NA,1,NA,NA,NA,48,NA,-2.1860410890404705,0.1851166268684024,-0.7900610308676016,prevalence,50th centile,0.17100000000000004,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.5436865348713198,NA,NA,NA,NA,NA,1,NA,NA,NA,49,NA,-2.179828406974507,0.18729188028705857,-0.7686408811909632,prevalence,50th centile,0.17600000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.5095870525872435,NA,NA,NA,NA,NA,1,NA,NA,NA,50,NA,-2.1730961816246666,0.1896713079111507,-0.7474598817312964,prevalence,50th centile,0.18100000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.4762136922893392,NA,NA,NA,NA,NA,1,NA,NA,NA,51,NA,-2.1698741346625723,0.19144754349657833,-0.7282218822014156,prevalence,50th centile,0.186,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.4435254890118618,NA,NA,NA,NA,NA,1,NA,NA,NA,52,NA,-2.159477335383154,0.193566710184002,-0.7094387366017573,prevalence,50th centile,0.19099999999999998,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.411484609948449,NA,NA,NA,NA,NA,1,NA,NA,NA,53,NA,-2.153587817975653,0.1955283456629913,-0.692252604270866,prevalence,50th centile,0.196,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.3800560377071986,NA,NA,NA,NA,NA,1,NA,NA,NA,54,NA,-2.144046797153156,0.1976672491172897,-0.6738534744986739,prevalence,50th centile,0.20100000000000004,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.3492072924575547,NA,NA,NA,NA,NA,1,NA,NA,NA,55,NA,-2.1345930938260125,0.19980461753094644,-0.6557937910106495,prevalence,50th centile,0.20600000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.3189081873698076,NA,NA,NA,NA,NA,1,NA,NA,NA,56,NA,-2.128225162985552,0.2018113174706818,-0.6380558816264286,prevalence,50th centile,0.21100000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.289130612666243,NA,NA,NA,NA,NA,1,NA,NA,NA,57,NA,-2.1288725787553635,0.2035466964879727,-0.6206232901276352,prevalence,50th centile,0.21599999999999997,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.2598483443529955,NA,NA,NA,NA,NA,1,NA,NA,NA,58,NA,-2.11720767786736,0.20561240106268286,-0.6035674613306601,prevalence,50th centile,0.221,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.2310368743174411,NA,NA,NA,NA,NA,1,NA,NA,NA,59,NA,-2.1078050819549685,0.20783899866907207,-0.5869535068481379,prevalence,50th centile,0.22600000000000003,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.2026732589838505,NA,NA,NA,NA,NA,1,NA,NA,NA,60,NA,-2.09482307918425,0.20958264929744153,-0.5705978049859791,prevalence,50th centile,0.23099999999999998,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.1747359841409104,NA,NA,NA,NA,NA,1,NA,NA,NA,61,NA,-2.093753522408224,0.2111859856064436,-0.5544879497084267,prevalence,50th centile,0.23600000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.147204843904975,NA,NA,NA,NA,NA,1,NA,NA,NA,62,NA,-2.093631694262996,0.21273881002856984,-0.537869045501725,prevalence,50th centile,0.24100000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.1200608320755931,NA,NA,NA,NA,NA,1,NA,NA,NA,63,NA,-2.0934972483333047,0.21440734405366987,-0.5215871241615052,prevalence,50th centile,0.24600000000000002,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.0932860443854355,NA,NA,NA,NA,NA,1,NA,NA,NA,64,NA,-2.088253762551133,0.2159614773748567,-0.5058738560889033,prevalence,50th centile,0.251,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.0668635903535293,NA,NA,NA,NA,NA,1,NA,NA,NA,65,NA,-2.0821058926357945,0.21776310690520695,-0.4904163389453066,prevalence,50th centile,0.256,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.0407775136255082,NA,NA,NA,NA,NA,1,NA,NA,NA,66,NA,-2.0760362896332967,0.2195488747702871,-0.47555542532879264,prevalence,50th centile,0.261,Eastern and Southern Africa
Men who have sex with men,NA,NA,-1.0150127198328165,NA,NA,NA,NA,NA,1,NA,NA,NA,67,NA,-2.0700414414469126,0.2213940719184384,-0.4610783932147722,prevalence,50th centile,0.266,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.9895549111289571,NA,NA,NA,NA,NA,1,NA,NA,NA,68,NA,-2.0641180213114514,0.2229526696323173,-0.44509861965432274,prevalence,50th centile,0.271,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.9643905266685663,NA,NA,NA,NA,NA,1,NA,NA,NA,69,NA,-2.058262873944169,0.22482004322674057,-0.4284066172833849,prevalence,50th centile,0.276,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.9395066883873008,NA,NA,NA,NA,NA,1,NA,NA,NA,70,NA,-2.053891325622837,0.22666350171992036,-0.40988621710827705,prevalence,50th centile,0.281,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.9148911515197317,NA,NA,NA,NA,NA,1,NA,NA,NA,71,NA,-2.0489780734083345,0.22849757179411834,-0.3915924963992141,prevalence,50th centile,0.28600000000000003,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.8905322593606347,NA,NA,NA,NA,NA,1,NA,NA,NA,72,NA,-2.0431675871142163,0.23055037452533197,-0.3751065880276915,prevalence,50th centile,0.29100000000000004,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.866418901833982,NA,NA,NA,NA,NA,1,NA,NA,NA,73,NA,-2.0383113616872786,0.23237011062519938,-0.35992771023837594,prevalence,50th centile,0.29600000000000004,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.8425404774849347,NA,NA,NA,NA,NA,1,NA,NA,NA,74,NA,-2.035092666930481,0.23397491233342313,-0.345852791274739,prevalence,50th centile,0.301,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.8188868585544237,NA,NA,NA,NA,NA,1,NA,NA,NA,75,NA,-2.0319042748440515,0.23575458195355709,-0.3313518505772803,prevalence,50th centile,0.306,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.7954483588344246,NA,NA,NA,NA,NA,1,NA,NA,NA,76,NA,-2.028744879774545,0.2375272782063272,-0.3148293422053495,prevalence,50th centile,0.31099999999999994,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.7722157040356383,NA,NA,NA,NA,NA,1,NA,NA,NA,77,NA,-2.0256132315931477,0.23929344132494784,-0.30004307524804613,prevalence,50th centile,0.316,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.7491800044286803,NA,NA,NA,NA,NA,1,NA,NA,NA,78,NA,-2.0224629085157186,0.24071137613443377,-0.2853821590984838,prevalence,50th centile,0.32099999999999995,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.7263327295455992,NA,NA,NA,NA,NA,1,NA,NA,NA,79,NA,-2.019326287215781,0.2422370576206869,-0.2696173723343582,prevalence,50th centile,0.326,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.7036656847511655,NA,NA,NA,NA,NA,1,NA,NA,NA,80,NA,-2.0162144090652054,0.24378687207207855,-0.2533105253112479,prevalence,50th centile,0.331,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.6811709895132295,NA,NA,NA,NA,NA,1,NA,NA,NA,81,NA,-2.013126192173694,0.24546662899869015,-0.23712766788968462,prevalence,50th centile,0.336,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.6588410572189904,NA,NA,NA,NA,NA,1,NA,NA,NA,82,NA,-2.009246884286737,0.2472103536452616,-0.22106334220184798,prevalence,50th centile,0.34099999999999997,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.6366685763994742,NA,NA,NA,NA,NA,1,NA,NA,NA,83,NA,-2.0044119581644324,0.24898882535077085,-0.2051122883205107,prevalence,50th centile,0.3460000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.6146464932382241,NA,NA,NA,NA,NA,1,NA,NA,NA,84,NA,-2.001456212547364,0.2506900339938317,-0.18943174299659302,prevalence,50th centile,0.35100000000000003,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.5927679952523229,NA,NA,NA,NA,NA,1,NA,NA,NA,85,NA,-2.0007854641842044,0.2524491578148865,-0.18110954301277116,prevalence,50th centile,0.3560000000000001,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.5710264960446539,NA,NA,NA,NA,NA,1,NA,NA,NA,86,NA,-1.9982617904862823,0.25397237307587206,-0.16958818698659997,prevalence,50th centile,0.361,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.5494156210358597,NA,NA,NA,NA,NA,1,NA,NA,NA,87,NA,-1.9953987542117475,0.25564133586540744,-0.15172864858658505,prevalence,50th centile,0.366,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.5279291940930053,NA,NA,NA,NA,NA,1,NA,NA,NA,88,NA,-1.9925522049756568,0.2574899048989114,-0.13805024614766828,prevalence,50th centile,0.371,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.5065612249795332,NA,NA,NA,NA,NA,1,NA,NA,NA,89,NA,-1.9897213491838333,0.25919666316349166,-0.12629636382953896,prevalence,50th centile,0.37599999999999995,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.4853058975578951,NA,NA,NA,NA,NA,1,NA,NA,NA,90,NA,-1.98690541630696,0.2608707758159499,-0.11460444234553953,prevalence,50th centile,0.381,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.4641575586823115,NA,NA,NA,NA,NA,1,NA,NA,NA,91,NA,-1.9840885010354128,0.2622962448482615,-0.10091486481923678,prevalence,50th centile,0.386,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.44311070772453126,NA,NA,NA,NA,NA,1,NA,NA,NA,92,NA,-1.9812514885158827,0.26445850347965105,-0.08572192745357426,prevalence,50th centile,0.391,Eastern and Southern Africa
Men who have sex with men,NA,NA,-0.4221599866803344,NA,NA,NA,NA,NA,1,NA,NA,NA,93,NA,-1.9784274338383063,0.26654870023239874,-0.07064674023174587,prevalence,50th centile,0.396,Eastern and Southern Africa
Transgender women,NA,NA,-6.906754778648554,NA,NA,NA,NA,NA,1,NA,NA,NA,94,NA,-3.6069252689214104,0.06560914337103602,-1.6693492499133387,prevalence,50th centile,9.999999999999994e-4,Western and Central Africa
Transgender women,NA,NA,-5.109977737428519,NA,NA,NA,NA,NA,1,NA,NA,NA,95,NA,-2.687112407981796,0.11427078574702619,-1.452033432962062,prevalence,50th centile,0.006000000000000001,Western and Central Africa
Transgender women,NA,NA,-4.498799058824342,NA,NA,NA,NA,NA,1,NA,NA,NA,96,NA,-2.3946638256033212,0.13662802720707048,-1.3370621011802883,prevalence,50th centile,0.010999999999999998,Western and Central Africa
Transgender women,NA,NA,-4.119037174812472,NA,NA,NA,NA,NA,1,NA,NA,NA,97,NA,-2.2259263182302482,0.15292916108260168,-1.2450169277492011,prevalence,50th centile,0.016000000000000007,Western and Central Africa
Transgender women,NA,NA,-3.8420092048070873,NA,NA,NA,NA,NA,1,NA,NA,NA,98,NA,-2.0942243991980307,0.16518241352733695,-1.1494287771510678,prevalence,50th centile,0.021000000000000005,Western and Central Africa
Transgender women,NA,NA,-3.623314765621053,NA,NA,NA,NA,NA,1,NA,NA,NA,99,NA,-2.0215890705885142,0.17571654962915478,-1.0576237977003347,prevalence,50th centile,0.026000000000000006,Western and Central Africa
Transgender women,NA,NA,-3.4422774074056197,NA,NA,NA,NA,NA,1,NA,NA,NA,100,NA,-1.9632349537796498,0.18425277073216137,-1.0041214549177684,prevalence,50th centile,0.031000000000000007,Western and Central Africa
Transgender women,NA,NA,-3.2875723561544357,NA,NA,NA,NA,NA,1,NA,NA,NA,101,NA,-1.920170610829048,0.19211636447848923,-0.9316946473363866,prevalence,50th centile,0.036,Western and Central Africa
Transgender women,NA,NA,-3.15231900817913,NA,NA,NA,NA,NA,1,NA,NA,NA,102,NA,-1.8890056374429978,0.19955281147128842,-0.8650250687125778,prevalence,50th centile,0.04100000000000001,Western and Central Africa
Transgender women,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,103,NA,-1.8535064413444728,0.20593690017951852,-0.8154661714183064,prevalence,50th centile,0.046000000000000006,Western and Central Africa
Transgender women,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,104,NA,-1.8330749862344098,0.2123753573432197,-0.7785196902926185,prevalence,50th centile,0.05100000000000001,Western and Central Africa
Transgender women,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,105,NA,-1.8122903634313539,0.21686686137412253,-0.7304236231337414,prevalence,50th centile,0.05599999999999999,Western and Central Africa
Transgender women,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,106,NA,-1.8014957221454757,0.22106193784967865,-0.6931479950528778,prevalence,50th centile,0.061000000000000006,Western and Central Africa
Transgender women,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,107,NA,-1.803449988897478,0.22543843404027092,-0.6516978058216556,prevalence,50th centile,0.06600000000000002,Western and Central Africa
Transgender women,NA,NA,-5.109977737428519,NA,NA,NA,NA,NA,1,NA,NA,NA,108,NA,-3.7776462865141656,0.07035778827479636,-1.474406051500181,prevalence,50th centile,0.006000000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-4.498799058824342,NA,NA,NA,NA,NA,1,NA,NA,NA,109,NA,-3.3643749877017686,0.08660569347426066,-1.423489630099896,prevalence,50th centile,0.010999999999999998,Eastern and Southern Africa
Transgender women,NA,NA,-4.119037174812472,NA,NA,NA,NA,NA,1,NA,NA,NA,110,NA,-3.132749301264875,0.09819120604295592,-1.379701474532665,prevalence,50th centile,0.016000000000000007,Eastern and Southern Africa
Transgender women,NA,NA,-3.8420092048070873,NA,NA,NA,NA,NA,1,NA,NA,NA,111,NA,-2.9516562437771925,0.1078280227778428,-1.376373457249963,prevalence,50th centile,0.021000000000000005,Eastern and Southern Africa
Transgender women,NA,NA,-3.623314765621053,NA,NA,NA,NA,NA,1,NA,NA,NA,112,NA,-2.8265686104801304,0.11576554744782303,-1.3346600031425857,prevalence,50th centile,0.026000000000000006,Eastern and Southern Africa
Transgender women,NA,NA,-3.4422774074056197,NA,NA,NA,NA,NA,1,NA,NA,NA,113,NA,-2.696037392809288,0.12277008988674164,-1.3079161014122085,prevalence,50th centile,0.031000000000000007,Eastern and Southern Africa
Transgender women,NA,NA,-3.2875723561544357,NA,NA,NA,NA,NA,1,NA,NA,NA,114,NA,-2.609096490591383,0.12869960642024778,-1.2750037710015105,prevalence,50th centile,0.036,Eastern and Southern Africa
Transgender women,NA,NA,-3.15231900817913,NA,NA,NA,NA,NA,1,NA,NA,NA,115,NA,-2.534866980048937,0.13439201859794533,-1.2461843300073399,prevalence,50th centile,0.04100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-3.0320222749591914,NA,NA,NA,NA,NA,1,NA,NA,NA,116,NA,-2.4680994491628763,0.1399875199775399,-1.2185756335837148,prevalence,50th centile,0.046000000000000006,Eastern and Southern Africa
Transgender women,NA,NA,-2.923583165885602,NA,NA,NA,NA,NA,1,NA,NA,NA,117,NA,-2.4029786083555686,0.14505949015024502,-1.1895786464459306,prevalence,50th centile,0.05100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-2.8247744754103516,NA,NA,NA,NA,NA,1,NA,NA,NA,118,NA,-2.3450638087455546,0.1502196342329786,-1.158428268066815,prevalence,50th centile,0.05599999999999999,Eastern and Southern Africa
Transgender women,NA,NA,-2.7339416150349516,NA,NA,NA,NA,NA,1,NA,NA,NA,119,NA,-2.3042848196694967,0.1550312016907625,-1.133441885147232,prevalence,50th centile,0.061000000000000006,Eastern and Southern Africa
Transgender women,NA,NA,-2.649821696202417,NA,NA,NA,NA,NA,1,NA,NA,NA,120,NA,-2.2713190748785865,0.1593659652177336,-1.111424489703808,prevalence,50th centile,0.06600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.571428861772523,NA,NA,NA,NA,NA,1,NA,NA,NA,121,NA,-2.237070436570766,0.1635364473057357,-1.0856956449337352,prevalence,50th centile,0.071,Eastern and Southern Africa
Transgender women,NA,NA,-2.497978731355353,NA,NA,NA,NA,NA,1,NA,NA,NA,122,NA,-2.2019033220872717,0.1671597678710648,-1.0670381189217277,prevalence,50th centile,0.076,Eastern and Southern Africa
Transgender women,NA,NA,-2.428836967683248,NA,NA,NA,NA,NA,1,NA,NA,NA,123,NA,-2.168669952939657,0.17061142213598984,-1.0510614650006644,prevalence,50th centile,0.081,Eastern and Southern Africa
Transgender women,NA,NA,-2.3634832752006423,NA,NA,NA,NA,NA,1,NA,NA,NA,124,NA,-2.146100924637905,0.17483004019476728,-1.0266072458279232,prevalence,50th centile,0.08600000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-2.3014855876606286,NA,NA,NA,NA,NA,1,NA,NA,NA,125,NA,-2.123389523599054,0.17787096717402417,-1.000271985084789,prevalence,50th centile,0.09100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-2.2424811689243405,NA,NA,NA,NA,NA,1,NA,NA,NA,126,NA,-2.1077101144582713,0.18019786184655956,-0.9795152879342368,prevalence,50th centile,0.09599999999999999,Eastern and Southern Africa
Transgender women,NA,NA,-2.1861625176303607,NA,NA,NA,NA,NA,1,NA,NA,NA,127,NA,-2.087639941729062,0.18314583427518152,-0.9566217787396089,prevalence,50th centile,0.10100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.132266681061447,NA,NA,NA,NA,NA,1,NA,NA,NA,128,NA,-2.0711141389775243,0.18670842345654556,-0.9347270898040859,prevalence,50th centile,0.10600000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.0805670342015703,NA,NA,NA,NA,NA,1,NA,NA,NA,129,NA,-2.047427811154882,0.189241804000603,-0.9037268905207171,prevalence,50th centile,0.11100000000000002,Eastern and Southern Africa
Transgender women,NA,NA,-2.0308668715312788,NA,NA,NA,NA,NA,1,NA,NA,NA,130,NA,-2.040461120860928,0.19190296836631426,-0.8794965050165474,prevalence,50th centile,0.116,Eastern and Southern Africa
Transgender women,NA,NA,-1.9829943520884359,NA,NA,NA,NA,NA,1,NA,NA,NA,131,NA,-2.0235636854539325,0.1944704375907771,-0.8627191983283015,prevalence,50th centile,0.12100000000000001,Eastern and Southern Africa
Transgender women,NA,NA,-1.9367984687040574,NA,NA,NA,NA,NA,1,NA,NA,NA,132,NA,-2.002704916629362,0.19738722928320543,-0.848721877613629,prevalence,50th centile,0.126,Eastern and Southern Africa
Transgender women,NA,NA,-1.8921458020642405,NA,NA,NA,NA,NA,1,NA,NA,NA,133,NA,-1.9918173946424649,0.19991324483790587,-0.8272494223236682,prevalence,50th centile,0.131,Eastern and Southern Africa
